"Codigo interno";"Código FONASA";"CONSULTAS Y ATENCION MEDICA";valor
3112;306008;"Cultivo corriente (excepto coprocultivo, hemocultivo y urocultivo) c/u";18900
1509;306011;"Urocultivo, recuento de colonias y antibiograma (cualquier técnica)";39800
3489;306091;"Hemocultivo automatizado. Incluye Antibiograma con CIM";35820
6910;306093;"Hemocultivo automatizado para Micobacterias";132640
4039;306101;"Cultivo de Líquido de Cavidades Estériles en frasco de Hemocultivo automatizado. Incluye Antibiogram";55740
7973;306106;"Hemocultivo automatizado para hongos";173810
1600;306012;"Cultivo para Anaerobios (incluye Cód. 03-06-008)";35200
5743;306013;"Cultivo para Bordetella";26640
8905;306014;"Cultivo para Campylobacter, Yersinia, Vibrio, c/u";23700
4031;306016;"Neisseria gonorrhoeae (gonococo)";28800
3173;306017;"Cultivo para hongos (levaduras y filamentosos)";8730
5383;306117;"Cultivo para dermatofitos";16450
2761;306018;"Cultivo para micobacterias (incluye bacilo de Koch)";23500
4272;306019;"Cultivo para Legionella";37920
8746;306022;"Cultivo y Tipificación de micobacterias";28440
9216;306023;"Cultivo mycoplasma y ureaplasma, c/u.";66400
9480;306099;"Streptococcus Grupo B/ agalactiae en embarazada por cultivo con medio selectivo y/o enriquecido.";60560
9436;306100;"Cultivo acelerado para Micobacterias";103600
3645;306025;"Antibiograma Bacilo de Koch (cada fármaco)";47400
9377;306026;"Antibiograma Corriente (mínimo 10 fármacos) (en caso de urocultivo no corresponde su cobro; incluido";29700
5746;306027;"Antibiograma de estudio de sensibilidad por dilución (CIM) (mínimo 6 fármacos) (en caso de urocultiv";33320
6651;306028;"Antifungigrama (mínimo 4 fármacos antihongos)";2260
1727;306097;"Chlamydia Trachomatis y Neisseria Gonorrhoeae detección por técnica de biología molecular";134280
1721;306090;"Test rápido de detección de streptococcus grupo A (Pyogenes)";11640
4984;306098;"Toxina Clostridium Difficile en deposiciones test rápido";17090
1365;306107;"Pneumocystis Jirovecci por técnica de biología molecular en tiempo real";1128480
7357;306108;"Helicobacter pylori, detección en deposiciones, test rápido";35940
6045;306118;"Amplificación de DNA de Bordetella Pertussis por técnica de biología molecular en tiempo real";647000
3675;306133;"Streptococcus agalactiae en embarazada por biología molecular";139600
4336;306134;"Panel ETS por biología molecular";152430
7426;306135;"Beta-d- glucano";657240
3064;306136;"Detección de antígeno capsular de cryptococcus";109970
3513;306138;"Clostridium Difficile por técnica de biología molecular en tiempo real";48180
7681;306033;"Brucella abortus, melitensis y suis, anticuerpos, por Aglutinación o Elisa";14850
4188;306034;"Clamidias por inmunofluorescencia, peroxidasa, Elisa o similares";11640
4099;306036;"Mononucleosis, reacción de Paul Bunnell, Anticuerpos Heterófilos o similares";10120
4166;306037;"Mycoplasma IgG, IgM, c/u.";41040
4216;306038;R.P.R.;28400
3728;306041;"Treponema pallidum FTA - ABS, MHA-TP c/u";42160
4007;306042;V.D.R.L.;27040
5503;306094;"Antígeno galactomanano";185840
3369;306114;"Antigeno de neumococo";89170
7271;306115;"Legionella antígeno urinario";571840
5889;306119;"Interferón Gamma TBC";697480
3320;306131;"Bordetella pertussis IgG, IgM en sangre";93000
7596;306132;"Bartonella henselae, anticuerpos IgG o IgM, c/u";467000
8914;306043;"Artrópodos macroscópicos y microscópicos (imagos y/o pupas y/o larvas), diagnóstico de";9600
7185;306045;"Coproparasitario seriado con técnica para Cryptosporidium sp o para Diantamoeba fragilis (incluye lo";86130
3609;306046;"Coproparasitario seriado para fasciola hepática (incluye diagnóstico de gusanos macroscópicos y exam";133630
2310;306048;"Coproparasitológico seriado simple (incluye diagnóstico de gusanos macroscópicos y examen microscópi";27040
4282;306049;"Diagnóstico de parásitos en jugo duodenal y/o bilis, examen macroscópico y microscópico (directo y/o";9600
6848;306050;"Diagnóstico parasitario en exudados, secreciones y otros líquidos orgánicos, examen macro y microscó";12800
8404;306052;"Estudio de gusanos macroscópicos";9100
7009;306054;"Hemoparásitos, diagnóstico por técnica de Microstrout o similar en hasta 10 tubos capilares, cada se";75960
3417;306056;"Raspado de piel, examen microscópico de (""Acarotest""): de 6 a 10 preparaciones";17240
6551;306059;"Coproparasitológico seriado simple (incluye diagnóstico de gusanos macroscópicos y examen microscópi";13080
5318;306137;"Raspado de piel, examen microscópico para búsqueda de demodex";70420
3499;306061;"Parásitos IgG/IgM (Chagas, Hidatidosis, Toxocariasis y otros por Elisa o Inmunofluorescencia), c/u";34920
5287;306066;"Inmunofluorescencia indirecta (toxoplasmosis, Chagas, amebiasis y otras), c/u";11640
2420;306095;"Parásitos: determinación por reacción de polimerasa en cadena (PCR)";169640
5055;306096;"Parásitos: test rápido anticuerpos (Chagas y otros)";81270
6732;306068;"Aislamiento de virus (Adenovirus, Citomegalovirus, Enterovirus, Herpes, Influenza, Polio,Sarampión y";21120
4878;306069;"Anticuerpos virales, determ. de (SARS CoV-2 IgM, IgG), (adenovirus, citomegalovirus, herpes simple, ";48320
4640;306070;"Antígenos virales determ. de (Adenovirus, Citomegalovirus, Herpes simplex, Rubeola, influenza y otro";39410
3512;306170;"Antígenos virales determ. de rotavirus, por cualquier técnica";50670
5765;306270;"Antígenos virales determ. de virus sincicial, por cualquier técnica";6190
1470;306074;"Virus Hepatitis A, anticuerpos IgG, IgM o totales c/u";16700
6624;306075;"Virus hepatitis B, anticuerpo del antígeno E del";70400
7331;306076;"Virus hepatitis B, anticore total del (anti HBc total)";15400
2179;306077;"Virus hepatitis B, anticuerpos contra antígeno superficie";11520
4925;306078;"Virus hepatitis B, antígeno E del (HBEAg)";35200
2417;306079;"Virus hepatitis B, antígeno de superficie (HBsAg)";23280
4198;306080;"Virus hepatitis B, anticore IgM del (anti HBc IgM)";15920
3708;306081;"Virus hepatitis C, anticuerpos de (anti HCV)";44100
5332;306082;"Reacción de Polimerasa en cadena (P.C.R.) en tiempo real, SARS CoV-2, (incluye toma muestra hisopado";100920
2468;306182;"Reacción de Polimerasa en cadena (P.C.R.) en tiempo real, virus Influenza, virus Herpes, citomegalov";30580
4525;306084;"Hepatitis B, carga viral";559800
7879;306085;"Hepatitis C carga viral. Técnica PCR";820080
5851;306086;"VIH, carga viral";615300
7209;306087;"Virus Epstein Barr (VEB) carga viral. Técnica PCR";852200
8734;306088;"Polioma (BK) virus carga viral. Técnica PCR";945360
4069;306109;"VIH, Genotipificación antivirales";2353140
8919;306110;"PCR metapneumovirus";504000
3354;306111;"HTLV I y II determinación de anticuerpos virales";591390
7632;306112;"VIH, anticuerpos y antígenos virales, determ. de H.I.V.";130840
9168;306113;"VIH, reacción de polimerasa en cadena (P.C.R.) en líquido cefaloraquídeo";531920
4508;306120;"Panel viral diarrea por PCR (determinación de rotavirus, norovirus g1, norovirus g2, astrovirus, ade";979200
7233;306121;"Hanta virus, anticuerpos IgM test rápido";66660
4262;306122;"Panel virus respiratorio molecular (15 a 17 virus) (adenovirus, VRS A, VRS B, parainfluenza 1,2,3,4,";90520
8332;306123;"Virus Papiloma Humano por PCR con genotipificación de papiloma de alto riesgo de Cáncer Cérvico Uter";43060
2180;306124;"Virus ARN por PCR (hanta, dengue, chikungunya, sarampión, enterovirus, parechovirus, zika) c/u";505440
6804;306125;"Virus hepatitis C, genotipificación";135910
9547;306126;"Hanta virus serologia IgG/IgM c/u";63690
2094;306127;"Panel de meningitis encefalitis por biología molecular";109250
2868;306128;"Rotavirus y adenovirus detección simultanea de por inmunocromatografia";49420
4570;306129;"Norovirus detección por inmunocromatografia";115100
9356;306130;"Virus hepatitis B, anticuerpos anti antígeno de superficie (títulos)";35800
8479;306139;"Virus Hepatitis E, Anticuerpos IgM";777780
8986;306140;"Virus Hepatitis E, Anticuerpos IgG";435700
3150;306141;"Parvovirus B19, anticuerpos IgG o IgM, c/u";176750
9419;306142;"PCR para parvovirus B19";411900
8305;306144;"HTLV virus por PCR";709200
3172;306146;"Reacción de Polimerasa en cadena (P.C.R.) virus viruela símica (incluye hisopado de lesiones cutánea";146950
2813;307001;"Dietilendiamina tetraacetato de sodio cromo (EDTA Cr 51)";44590
2152;307002;"Prueba de la sed (volumen, densidad, osmolalidad seriada en sangre y orina)";39620
5981;307005;"Reacción cutánea de parche c/u";2130
3332;307006;"Sobrecarga hídrica";12640
2215;307007;"Test del sudor (procedimiento completo)";29960
6451;307008;"Vasopresina test o similares (incluye además mediciones de diuresis)";23950
4450;307024;"Reacción cutánea a alergenos (incluye el valor de los alergenos)";19110
7807;308001;"Azúcares reductores (Benedict-Fehling o similar)";1250
4936;308003;"Grasas neutras (Sudán III)";710
9183;308004;"Hemorragias ocultas, (bencidina, guayaco o test de Weber y similares), cualquier método, c/muestra";7500
9725;308005;"Leucocitos fecales";8750
7709;308006;"pH en deposiciones";710
3540;308007;"Elastasa fecal";696870
7643;308047;Esteatocrito;147150
9554;308049;"Calprotectina cuantitativa por Elisa";44950
7355;308062;"Análisis inmunoquímico/inmunológico de sangre oculta en deposiciones";56880
7797;308063;"Test de Helicobacter pylori en deposiciones";266040
9067;308009;"Células neoplásicas en fluidos biológicos";39960
9057;308010;"Citológico c/s tinción (incluye examen al fresco, recuento celular y citológico porcentual)";12840
1424;308012;"Electrolitos (sodio, potasio, cloro), en exudados, secreciones y otros líquidos, c/u";12640
4005;308013;"Eosinófilos en secreciones";890
2599;308015;"Glucosa en exudados, secreciones y otros líquidos";5680
2707;308016;"Mucina, determinación de";8750
5371;308017;"pH en exudados, secreciones y otros líquidos (proc. aut.)";5680
4660;308050;"Proteínas totales en exudados, secreciones y otros líquidos";11060
9296;308051;"Albúminas en exudados, secreciones y otros líquidos";3160
4675;308019;"Proteínas, electroforésis de (incluye proteínas totales) en otros líquidos biológicos";53440
8429;308020;"Bandas oligoclonales (incluye electroforesis de L.C.R., suero e inmunofijación)";45860
3227;308021;Glutamina;10600
2544;308022;"Índice IgG/albúmina (incluye determ. de IgG y albúmina en L.C.R. y suero)";38010
3038;308023;"Estudio de cristales (con luz polarizada)";6320
8207;308025;"Prueba de estimulación máxima con histamina, mínimo 5 muestras (no incluye la histamina ni el antihi";57330
8783;308029;"Espermiograma (físico y microscópico, con o sin observación hasta 24 horas)";26280
2892;308030;"Fosfatasa ácida prostática";16050
7119;308031;"Fructosa seminal";16470
6239;308033;"Células anaranjadas (proc. aut.)";3550
2403;308034;"Contaminantes (meconio y sangre) (proc. aut.)";1250
2365;308035;"Creatinina en exudados, secreciones y otros líquidos (proc. aut.)";10000
8595;308036;"Fosfatidil glicerol y/o fosfatidil inositol";49280
2687;308037;"Índice de bilirrubina (prueba de Liley)";14220
3976;308038;"Índice lecitina/esfingomielina";57330
7779;308039;"Madurez fetal completa (físico; células anaranjadas, bilirrubina, test de Clements, creatinina, cont";57330
9785;308040;"Test de Clements (proc. aut.)";12500
7375;308041;Colpocitograma;5000
1433;308043;"Moco-semen, prueba de compatibilidad";15000
4747;308044;"Flujo vaginal o secreción uretral, estudio de (incluye toma de muestra y códigos 03-06-004, 03-06-00";52320
6652;308045;"Amilasa en Líquidos Biológicos";41040
3827;308046;"Lipasa en Líquidos Biológicos";21070
7231;308048;"Cuerpos lamelares (procedimiento automatizado) en líquido amniótico";74480
3242;308052;"Colesterol total en exudados, secreciones y otros líquidos";42500
4085;308053;"Hematocrito automatizado (en contador hematológico) en exudados, secreciones y otros líquidos";5230
8742;308054;"LDH en exudados, secreciones y otros líquidos";9480
8695;308055;"Trigliceridos en exudados, secreciones y otros líquidos";27350
4876;308056;"Beta-2 transferrina";584190
8592;308057;"Acido láctico, LCR";46890
9679;309001;"Acido ascórbico";20000
8444;309002;"Acido delta aminolevulínico";15390
5347;309004;"Ácido úrico en orina (cuantitativo)";18080
7414;309005;"Acido 5 hidroxiindolacético cuantitativo";10640
7868;309006;"Amilasa cuantitativa en orina";16860
5985;309007;"Aminoácidos en orina (cualitativo)(excepto fenilalanina, PKU)";10260
5265;309008;"Calcio cuantitativo en orina";16960
4124;309009;"Cálculo urinario (examen físico y químico)";44000
5690;309010;"Creatinina cuantitativa en orina";14220
3288;309012;"Electrólitos (sodio, potasio, cloro) c/u, en orina";1580
1924;309013;"Microalbuminuria cuantitativa";3200
5023;309014;"Gonadotrofina coriónica, sub-unidad beta en orina (test rápido)";27000
1644;309015;"Fósforo cuantitativo en orina";21200
9389;309016;"Glucosa (cuantitativo), en orina";5680
2133;309035;Hemosiderina;10620
4783;309019;Mucopolisacáridos;12740
2747;309020;"Nitrógeno ureico o urea en orina (cuantitativo)";8900
2911;309021;"Nucleótidos cíclicos (CAMP, CGM, u otros) c/u";25650
2692;309022;"Orina completa, (incluye cód. 03-09-023 y 03-09-024)";12180
5138;309023;"Orina, físico-químico ( aspecto, color, densidad, pH; proteínas, glucosa, cuerpos cetónicos, urobili";2500
1655;309024;"Sedimento de orina (proc. aut.)";3450
1709;309025;Osmolalidad;9150
2505;309027;"Porfirinas, c/u";22000
2024;309028;"Proteína (cuantitativa), en orina";16470
1452;309029;"Proteínas de Bence-Jones prueba térmica";7500
1820;309031;"Screening de drogas";28360
8231;309034;"Arsenico en orina (muestra aislada)";255600
6589;309036;"Cobre en orina";104100
6820;309037;"Oxalato en orina";22190
8613;309038;"Citrato en orina (enzimático)";150480
9385;309039;"Deoxipiridinolina (DPD)";18970
1421;309040;"Magnesio en orina";177000
1902;309041;"Sulfato en orina";232290
5067;309042;"L-Cistina en orina";35680
7067;309043;"Ph en orina con peachimetro";6100
2512;309044;"Ácidos orgánicos, orina";153310
3908;309045;"Ácido orótico, orina";258620
8552;309046;"Screening de mucopolisacaridos";715140
6281;309047;"Zinc en orina";60390
4235;401001;"Radiografía de las glándulas salivales ""sialografía""";72870
9139;401002;"Radiografía de partes blandas, laringe lateral, cavum rinofaríngeo (rinofarinx).";101800
5119;401004;"Radiografía de tórax, proyección complementaria (oblicuas, selectivas u otras)";14660
7546;401008;"Radiografía de tórax frontal o lateral con equipo móvil fuera del departamento de rayos.";108900
5952;401009;"Radiografía de tórax simple frontal o lateral";108900
5770;401070;"Radiografía de tórax frontal y lateral";179550
8961;401075;"Radiografía de tórax frontal y lateral con equipo móvil fuera del departamento de rayos";33680
7723;401110;"Mamografía unilateral";27580
7402;401130;"Mamografía proyección complementaria (axilar u otras)";10540
1349;401011;"Marcación preoperatoria de lesiones de la mama";145740
4557;401012;"Radiografía de mama, pieza operatoria";21990
1784;401071;"Mamografía bilateral digital 3D con tomosíntesis";73440
1372;401072;"Mamografía unilateral digital 3D con tomosíntesis";176040
7184;401013;"Radiografía de Abdomen Simple";9680
2994;401014;"Radiografía de abdomen simple, proyección complementaria (lateral y/o oblicua)";7330
2220;401015;"Colangiografía intra o postoperatoria (por sonda T, o similar)";101300
6614;401018;"Enema baritado del colon (incluye llene y control post-vaciamiento)";286090
3391;401019;"Enema baritado del colon o intestino delgado, doble contraste";413550
9456;401020;"Esofagograma (incluye pesquisa de cuerpo extraño) (proc.aut.)";36360
8618;401021;"Radiografía de esófago, estómago y duodeno, relleno y/o doble contraste";404700
3231;401022;"Estudio radiológico de deglución faríngea";181800
6212;401023;"Estudio radiológico del intestino delgado";64840
4656;401024;"Radiografía de esófago, estómago y duodeno, simple en niños";89910
1534;401073;"Videofluoroscopia para estudio de deglución";406400
6524;401074;"Tránsito colónico con marcadores";87360
1959;401027;"Pielografía de eliminación o descendente: incluye renal y vesical simples previas, 3 placas post iny";132270
8785;401028;"Radiografía renal simple (proc. aut.)";46600
1664;401029;"Radiografía vesical simple o perivesical (proc. aut.)";24360
1796;401031;"Radiografía de cavidades perinasales, órbitas, articulaciones temporomandibulares, huesos propios de";98010
4560;401032;"Radiografía de cráneo frontal y lateral";69060
8493;401040;"Radiografía de silla turca frontal y lateral";53320
5158;401042;"Radiografía de columna cervical o atlas-axis (frontal y lateral)";98010
3113;401043;"Radiografía de columna cervical (frontal, lateral y oblicuas)";19420
9081;401044;"Radiografía de columna cervical flexión y extensión (Dinámicas)";76230
2625;401045;"Radiografía de columna dorsal o dorsolumbar localizada, parrilla costal (frontal y lateral)";127400
4195;401046;"Radiografía columna lumbar o lumbosacra ( frontal, lateral y focalizada en el 5° espacio) ";56370
6413;401047;"Radiografía columna lumbar o lumbosacra flexión y extensión (Dinámicas)";112840
8440;401048;"Radiografía columna lumbar o lumbosacra, oblicuas adicionales";98010
8153;401049;"Radiografía de columna total, panorámica con folio graduado frontal o lateral";102130
2263;401051;"Radiografía de pelvis, cadera o coxofemoral";58800
6995;401151;"Radiografía de pelvis, cadera o coxofemoral de RN, lactante o niño menor de 6 años.";84000
5007;401052;"Radiografía de pelvis, cadera o coxofemoral, proyecciones especiales; (rotación interna, abducción, ";24360
8633;401053;"Radiografía de Sacrocoxis o articulaciones sacroilíacas.";96960
4324;401054;"Radiografía de brazo, antebrazo, codo, muñeca, mano, dedos, pie (frontal y lateral)";9680
4187;401055;"Radiografía de clavícula.";78400
1398;401056;"Radiografía Edad Ósea: carpo y mano";81200
6751;401057;"Radiografía Edad ósea : rodilla frontal";8120
9122;401058;"Estudio radiológico de escafoides";72720
7508;401059;"Estudio radiológico de muñeca o tobillo frontal lateral y oblicuas";113200
4223;401060;"Radiografía de hombro, fémur, rodilla, pierna, costilla o esternón Frontal y Lateral";22640
9402;401062;"Radiografía de Proyecciones especiales oblicuas u otras en hombro, brazo, codo, rodilla, rótulas, se";73080
4752;401064;"Apoyo fluoroscópico a procedimientos intraoperatorios y/o biopsia (no incluye el proc.)";64960
7165;402001;"Vía lagrimal unilateral";161920
6987;402005;"Galactografía, unilateral";116300
1287;402008;"Colangiopancreatografía endoscópica (5-7 exp)";177940
5630;402009;"Fistulografía (3 exp.)";159500
5757;402011;"Histerosalpingografía (a.c. 20-01-013) (4 exp.; incluye prueba de Cotte tardía)";47400
8876;402012;"Pielografía ascendente (3 exp.)";599040
9246;402014;"Uretro y/o cistouretrografía miccional retrógrada (5 exp.)";68060
4625;402019;"Angiografía selectiva de carótida externa o interna";134300
5766;402020;"Angiografía selectiva medular";402900
5424;402024;"Aortografía con AOT o cineangiografía";285840
8385;402025;"Arteriografía de miembros superiores o inferiores unilateral (a.c.17-01-023)";532600
3969;402027;"Arteriografía selectiva con AOT o cineangiografía (pulmonar, renal, tronco celíaco o similar) c/u";87440
7745;402029;"Arteriografía de vasos del cuello (carótidas y vertebrales) (a.c. 11-01-013)";63040
3121;402031;"Embolización o balonización (a.c. de la angiografía correspondiente) (incluye control radiológico in";25990
8464;402035;Cavografía;364000
2600;402038;"Flebografía extremidad inferior o superior, unilateral (a.c. 17-01-026) cada extremidad.";205500
6491;402041;"Flebografía selectiva de venas hepáticas, renales, gonadales, pélvicas. (a.c. 17-01-027)";136500
8198;402050;"Mielografía por punción lumbar con contraste hidrosoluble";337120
5010;403001;"Tomografía Computarizada de cráneo encefálica";480270
7007;403002;"Tomografía Computarizada de hipotálamo-hipófisis";612720
5546;403003;"Tomografía Computarizada de fosa posterior";568080
6268;403006;"Tomografía Computarizada de temporal-oído";631200
8042;403007;"Tomografía Computarizada de órbitas maxilofacial";536130
6396;403008;"Tomografía Computarizada de columna cervical";586180
4472;403019;"Tomografía Computarizada de Columna Lumbar";764400
8811;403012;"Tomografía Computarizada de cuello, partes blandas";441840
5970;403013;"Tomografía Computarizada de Tórax. Incluye además: Esternón, Clavículas, Articulación Acromioclavicu";593100
9709;403014;"Tomografía Computarizada de abdomen (hígado, vías y vesícula biliar, páncreas, bazo, suprarrenales y";294350
3763;403020;"Tomografía Computarizada de Abdomen y Pelvis";600480
6312;403021;"Tomografía Computarizada Pielografía";93000
3286;403023;"Tomografía Computarizada de Colonoscopía Virtual. No incluye instalación de sonda";88700
6099;403024;"Tomografía Computarizada Planificación Radioterapia";251840
8159;403025;"Tomografía Computarizada de Calcio Coronario";107600
8390;403104;"Tomografía Computarizada Angio de Cuello";450160
5549;403105;"Tomografía Computarizada Angio de Pelvis";459200
6925;403017;"Tomografía Computarizada Musculoesquelética por zona anatómica. Por cada segmento o articulación: mu";427280
4647;403101;"Tomografía Computarizada angio de encéfalo";166440
2503;403103;"Tomografía Computarizada angio de abdomen";112690
5171;403107;"Tomografía computarizada angio de extremidades inferiores (bilateral)";848400
5141;403108;"Tomografía computarizada angio de extremidad superior (unilateral)";171120
6265;403026;"Tomografía computarizada de enterografía";680760
1387;404002;"Ecografía obstétrica";37150
8818;404003;"Ecografía abdominal (incluye hígado, vía biliar, vesícula, páncreas, riñones, bazo, retroperitoneo y";190540
4699;404004;"Ecografía como apoyo a cirugía, o a procedimiento (de tórax, muscular, partes blandas, etc.)";16830
2677;404005;"Ecografía transvaginal o transrectal";136260
2250;404006;"Ecografía ginecológica, pelviana femenina u obstétrica con estudio fetal";57680
3824;404007;"Ecografía transvaginal para seguimiento de ovulación, procedimiento completo (6-8 sesiones )";126240
7539;404008;"Ecografía para seguimiento de ovulación, procedimiento completo (6 a 8 sesiones)";210400
6314;404009;"Ecografía pélvica masculina (incluye vejiga y próstata)";75700
6075;404011;"Ecografía encefálica (RN o lactante)";151440
3597;404012;"Ecografía mamaria bilateral (incluye Doppler)";189300
7986;404013;"Ecografía ocular, unilateral o bilateral.";37860
1432;404014;"Ecografía testicular (unilateral o bilateral) (Incluye Doppler)";132510
9382;404015;"Ecografía tiroidea (Incluye Doppler)";94650
6356;404016;"Ecografía Partes Blandas o Musculoesquelética (cada zona anatómica)";56790
8494;404017;"Ecografía axilar";186800
2651;404019;"Ecografía espinal";139800
6089;404118;"Ecografía vascular (arterial y venosa) periférica (bilateral)";258680
7299;404119;"Ecografía doppler de vasos del cuello";452690
2235;404120;"Ecografía transcraneana";388020
5001;404121;"Ecografía abdominal o de vasos testiculares";64670
7295;404122;"Ecografía doppler de vasos placentarios";64670
4848;404218;"Elastografía hepática";105760
2556;405001;"Resonancia Magnética Cráneo Encefálica u Oídos, bilateral";1465380
7753;405003;"Resonancia Magnética de órbitas";198550
6750;405004;"Resonancia Magnética de articulaciones temporomandibulares";992750
5052;405005;"Resonancia Magnética de columna cervical";209340
5716;405006;"Resonancia Magnética de columna dorsal";837360
2699;405007;"Resonancia Magnética de columna lumbar";418680
4979;405017;"Resonancia Magnética Angiografía de Encéfalo";209340
5134;405018;"Resonancia Magnética Angiografía de Cuello";209340
2872;405019;"Resonancia Magnética Angiografía de Tórax";209340
7719;405020;"Resonancia Magnética Angiografía de Abdomen";1884060
2352;405021;"Resonancia Magnética Angiografía de Pelvis";837360
4319;405022;"Resonancia Magnética Angiografía de Extremidad Superior Unilateral";1256040
2488;405023;"Resonancia Magnética Angiografía de Extremidad Inferior Bilateral";1884060
2905;405009;"Resonancia Magnética de Tórax ( corazón, esternón, clavículas, articulación acromioclavicular, escáp";837360
2929;405010;"Resonancia Magnética de abdomen";1256040
3078;405011;"Resonancia Magnética de Pelvis. Incluye: osteoarticular de sacroiliacas u osteoarticular de sacrocox";1046700
6404;405012;"Resonancia Magnética de abdomen y pelvis";3140000
4158;405098;Colangioresonancia;1262160
8839;405013;"Resonancia Magnética de rodilla";1201550
7421;405024;"Resonancia Magnética de Mano o Muñeca";343300
7016;405025;"Resonancia Magnética de Antebrazo o Brazo";514950
5968;405026;"Resonancia Magnética de Codo";686600
9730;405027;"Resonancia Magnética de Hombro";171650
9011;405028;"Resonancia Magnética de Pie, Antepie o Tobillo";1029900
7189;405029;"Resonancia Magnética de Pierna";858250
6883;405030;"Resonancia Magnética de Muslo o Cadera. Unilateral";1716500
9872;405031;"Resonancia Magnética de Mama (bilateral)";514950
7321;405032;"Resonancia Magnética Fetal";1674720
2128;405016;"Resonancia Columna Total (cervical, dorsal, lumbar)";1883950
6513;405033;"Resonancia magnética para planificación de tratamiento con radioterapia";490920
6022;405034;"Resonancia magnética estudio funcional de encéfalo";1637840
2465;405035;"Resonancia magnética tractografía";1433110
6566;405036;"Resonancia magnética espectroscopía encefálica";818920
2605;405037;"Resonancia magnética de cara, macizo facial y/o cavidades paranasales";409460
2148;405038;"Resonancia magnética perfusión cerebral";409460
6782;405039;"Resonancia magnética estudio de líquido cerebroespinal";1228380
3389;405040;"Resonancia magnética estudio de piso pélvico por defecografía";1228380
3638;405041;"Resonancia Magnética Screening óseo o muscular";1433110
2725;405042;"Resonancia Magnética de cuello";1201550
3210;501100;"Captación I-131 a las 2 y/o 24 horas";125850
3581;501101;"Cintigrafía tiroidea, cualquier radioisótopo";25170
1256;501140;"Cintigrafía Spect glándulas paratiroides con sestamibi";887360
3211;501141;"Cintigrafía Spect-ct glándulas paratiroides con sestamibi";533280
2681;501137;"Cintigrafía de médula ósea";544400
4762;501104;"Cintigrafía ósea trifásica (incluye mediciones fase precoz y tardía)";806560
5845;501142;"Cintigrama óseo de cuerpo entero con Spect";1488690
9200;501144;"Cintigrama óseo Spect ATM";998280
3322;501105;"Spect de perfusión miocárdica estrés y reposo (no incluye honorarios médico cardiólogo)";916050
5474;501106;"Ventriculografía cardiaca isotópica de equilibrio con glóbulos rojos";567000
7798;501107;"Pool sanguíneo, arteriografía isotópica c/u";176190
2753;501108;"Linfocintigrafía isotópica (no incluye procedimiento)";680400
2722;501109;"Pool sanguíneo spect";529200
5760;501145;"Ventriculografía cardíaca isotópica de primer paso";221840
1592;501146;"Ventriculografía cardíaca isotópica spect";266640
8598;501138;"Cintigrafía de glándulas salivales";113370
6310;501139;Dacriocintigrafía;302320
3965;501111;"Estudio motilidad esofágica y/o reflujo gastroesofágico";170100
9058;501112;"Vaciamiento gástrico líquido o sólido";403280
9790;501113;"Cintigrafía vesícula y vía biliar";113410
5260;501114;"Detección de sitio de sangramiento digestivo con glóbulos rojos marcados";252020
7788;501115;"Detección divertículo Meckel";37790
8391;501117;"Cintigrafía renal con D.M.S.A.";37790
2443;501118;"Estudio dinámico renal con Tc 99 - DTPA";453600
2639;501119;"Estudio dinámico renal con Tc 99 - MAG 3 o EC";982900
9140;501120;"Cistografía isotópica indirecta";151160
3086;501122;"Cintigrafía pulmonar perfusión o ventilación o difusión, c/u";113370
8835;501123;"Cintigrafía y estudio aspiración pulmonar";340110
2173;501124;"Spect cerebral de perfusión (no incluye radiofármaco)";75600
2157;501125;"Estudio dinámico sistema nervioso (radiocisternografia, fístula L.C.R, radioventriculografía, contro";604800
5534;501126;"Cintigrafía evaluación infecciones (leucocitos, infecton, granulocitos u otros) (no incluye radiofár";604800
2448;501127;"Cintigrafía con galio-67 planar infección (no incluye radioisótopo) (a.c. 0501133, cuando correspond";378000
4456;501128;"Detección y/o marcación de ganglio centinela, no incluye, punción ni detección con gammaprobe";378000
7307;501129;"Cintigrafía con galio-67 planar y Spect, para estudio de tumores (no incluye radioisótopo)";755880
7651;501130;"Exploración sistémica con I-131 (incluye mediciones fase precoz y tardía)";1134100
8319;501131;"Estudio glándulas mamarias (mamocintigrafia) (no incluye MIBI)";302340
5125;501132;"Estudio de tumores (anticuerpos monoclonales, octreoscan, DMSA pentavalente, prostacint u otros) (no";151190
9564;501133;"Spect - Tomografía por emisión fotón único, cualquier órgano (no incluye radioisótopo)";340200
7171;501134;"Densitometría ósea a fotón doble, columna y cadera (unilateral o bilateral) o cuerpo entero";153080
7460;502001;"Dosis terapéuticas con I-131 hasta 30 mCi.";176380
2752;502002;"Dosis terapéuticas con I-131 entre 31 a 100 mCi.";850500
6096;502003;"Dosis terapéuticas con I-131 entre 101 a 200 mCi.";604880
4050;502004;"Dosis terapéuticas con I-131 entre 201 a 300 mCi.";1738640
2762;502005;"Terapia paliativa del dolor con radioisótopos (no incluye radiofármaco)";37790
1923;601101;"Evaluación Kinesiológica Integral";25480
5631;601103;"Atención Kinesiológica Integral en Pacientes hospitalizados";36810
9766;601104;"Atención Kinesiológica Integral UPC (Intensivo e Intermedio)";23160
7544;601105;"Atención Kinesiológica Integral Ambulatoria";78470
3190;601106;"Atención Kinesiológica Integral Domiciliaria";28140
