Código;Código adicional;CONSULTAS Y ATENCION MEDICA;Valor fonasa;Grupo;tipo
0402032;;Instalación de catéter o sonda intracardíaca, control por radiólogo;64.120;EXAMENES DE LABORATORIO;
0402035;;Cavografía;45.500;EXAMENES DE LABORATORIO;
0402038;;Flebografía extremidad inferior o superior, unilateral (a.c. 17-01-026) cada extremidad.;34.250;EXAMENES DE LABORATORIO;
0402041;;Flebografía selectiva de venas hepáticas, renales, gonadales, pélvicas. (a.c. 17-01-027);45.500;EXAMENES DE LABORATORIO;
0402050;;Mielografía por punción lumbar con contraste hidrosoluble;48.160;EXAMENES DE LABORATORIO;
0403001;;Tomografía Computarizada de cráneo encefálica;68.610;EXAMENES DE LABORATORIO;
0403002;;Tomografía Computarizada de hipotálamo-hipófisis;76.590;EXAMENES DE LABORATORIO;
0403003;;Tomografía Computarizada de fosa posterior;63.120;EXAMENES DE LABORATORIO;
0403006;;Tomografía Computarizada de temporal-oído ;63.120;EXAMENES DE LABORATORIO;
0403007;;Tomografía Computarizada de órbitas maxilofacial ;76.590;EXAMENES DE LABORATORIO;
0403008;;Tomografía Computarizada de columna cervical ;83.740;EXAMENES DE LABORATORIO;
0403018;;Tomografía Computarizada de Columna Dorsal. Incluye mínimo 6 espacios ;76.440;EXAMENES DE LABORATORIO;
0403019;;Tomografía Computarizada de Columna Lumbar ;76.440;EXAMENES DE LABORATORIO;
0403012;;Tomografía Computarizada de cuello, partes blandas ;63.120;EXAMENES DE LABORATORIO;
0403013;;Tomografía Computarizada de Tórax. Incluye además: Esternón, Clavículas, Articulación Acromioclavicular, Escápula, Costillas, Articulación Esternoclavicular. Incluye todo el Tórax o cada segmento o articulación. Incluye bilateralidad;98.850;EXAMENES DE LABORATORIO;
0403014;;Tomografía Computarizada de abdomen (hígado, vías y vesícula biliar, páncreas, bazo, suprarrenales y riñones);58.870;EXAMENES DE LABORATORIO;
0403016;;Tomografía Computarizada de Pelvis (Además incluye Sacro, Coxis, Caderas, Huesos Pélvicos, Articulaciones Sacro Ilíacas). Bilateral;58.870;EXAMENES DE LABORATORIO;
0403020;;Tomografía Computarizada de Abdomen y Pelvis;100.080;EXAMENES DE LABORATORIO;
0403021;;Tomografía Computarizada Pielografía;23.250;EXAMENES DE LABORATORIO;
0403022;;Tomografía Computarizada Urografía;58.130;EXAMENES DE LABORATORIO;
0403023;;Tomografía Computarizada de Colonoscopía Virtual. No incluye instalación de sonda;44.350;EXAMENES DE LABORATORIO;
0403024;;Tomografía Computarizada Planificación Radioterapia;62.960;EXAMENES DE LABORATORIO;
0403025;;Tomografía Computarizada de Calcio Coronario;26.900;EXAMENES DE LABORATORIO;
0403104;;Tomografía Computarizada Angio de Cuello;56.270;EXAMENES DE LABORATORIO;
0403105;;Tomografía Computarizada Angio de Pelvis;45.920;EXAMENES DE LABORATORIO;
0403106;;Tomografía Computarizada de Angio Cardíaco. Mínimo 64 cortes;50.520;EXAMENES DE LABORATORIO;
0403017;;Tomografía Computarizada Musculoesquelética por zona anatómica. Por cada segmento o articulación: muslo, pierna, rodillas, antebrazo, codo, muñeca, mano, hombro, pie, tobillo u otros. Bilateral sólo para rodillas;53.410;EXAMENES DE LABORATORIO;
0403101;;Tomografía Computarizada angio  de encéfalo;83.220;EXAMENES DE LABORATORIO;
0403102;;Tomografía Computarizada angio de tórax;118.400;EXAMENES DE LABORATORIO;
0403103;;Tomografía Computarizada angio de abdomen;112.690;EXAMENES DE LABORATORIO;
0403107;;Tomografía computarizada angio de extremidades inferiores (bilateral);84.840;EXAMENES DE LABORATORIO;
0403108;;Tomografía computarizada angio de extremidad superior (unilateral);85.560;EXAMENES DE LABORATORIO;
0403026;;Tomografía computarizada de enterografía ;75.640;EXAMENES DE LABORATORIO;
0404002;;Ecografía obstétrica;7.430;EXAMENES DE LABORATORIO;
0404003;;Ecografía abdominal (incluye hígado, vía biliar, vesícula, páncreas, riñones, bazo, retroperitoneo y grandes vasos);27.220;EXAMENES DE LABORATORIO;
0404004;;Ecografía como apoyo a cirugía, o a procedimiento (de tórax, muscular, partes blandas, etc.);16.830;EXAMENES DE LABORATORIO;
0404005;;Ecografía transvaginal o transrectal;15.140;EXAMENES DE LABORATORIO;
0404006;;Ecografía ginecológica, pelviana femenina u obstétrica con estudio fetal;14.420;EXAMENES DE LABORATORIO;
0404007;;Ecografía transvaginal para seguimiento de ovulación, procedimiento completo (6-8 sesiones );21.040;EXAMENES DE LABORATORIO;
0404008;;Ecografía para seguimiento de ovulación, procedimiento completo (6 a 8 sesiones);21.040;EXAMENES DE LABORATORIO;
0404009;;Ecografía pélvica masculina (incluye vejiga y próstata);15.140;EXAMENES DE LABORATORIO;
0404010;;Ecografía renal (bilateral), o de bazo;18.930;EXAMENES DE LABORATORIO;
0404011;;Ecografía encefálica (RN o lactante);18.930;EXAMENES DE LABORATORIO;
0404012;;Ecografía mamaria bilateral (incluye Doppler);18.930;EXAMENES DE LABORATORIO;
0404013;;Ecografía ocular, unilateral o bilateral.;18.930;EXAMENES DE LABORATORIO;
0404014;;Ecografía testicular (unilateral o bilateral) (Incluye Doppler);18.930;EXAMENES DE LABORATORIO;
0404015;;Ecografía tiroidea (Incluye Doppler);18.930;EXAMENES DE LABORATORIO;
0404016;;Ecografía Partes Blandas o Musculoesquelética (cada zona anatómica);18.930;EXAMENES DE LABORATORIO;
0404017;;Ecografía axilar;18.680;EXAMENES DE LABORATORIO;
0404019;;Ecografía espinal;23.300;EXAMENES DE LABORATORIO;
0404118;;Ecografía vascular (arterial y venosa) periférica (bilateral);64.670;EXAMENES DE LABORATORIO;
0404119;;Ecografía doppler de vasos del cuello;64.670;EXAMENES DE LABORATORIO;
0404120;;Ecografía transcraneana;64.670;EXAMENES DE LABORATORIO;
0404121;;Ecografía abdominal o de vasos testiculares;64.670;EXAMENES DE LABORATORIO;
0404122;;Ecografía doppler de vasos placentarios;64.670;EXAMENES DE LABORATORIO;
0404218;;Elastografía hepática;26.440;EXAMENES DE LABORATORIO;
0405001;;Resonancia Magnética Cráneo Encefálica u Oídos, bilateral;209.340;EXAMENES DE LABORATORIO;
0405002;;Resonancia Magnética de hipotálamo - hipófisis;209.340;EXAMENES DE LABORATORIO;
0405003;;Resonancia Magnética  de órbitas;198.550;EXAMENES DE LABORATORIO;
0405004;;Resonancia Magnética de articulaciones temporomandibulares;198.550;EXAMENES DE LABORATORIO;
0405005;;Resonancia Magnética  de columna cervical;209.340;EXAMENES DE LABORATORIO;
0405006;;Resonancia Magnética de columna dorsal;209.340;EXAMENES DE LABORATORIO;
0405007;;Resonancia Magnética de columna lumbar;209.340;EXAMENES DE LABORATORIO;
0405017;;Resonancia Magnética Angiografía de Encéfalo ;209.340;EXAMENES DE LABORATORIO;
0405018;;Resonancia Magnética Angiografía de Cuello;209.340;EXAMENES DE LABORATORIO;
0405019;;Resonancia Magnética Angiografía de Tórax ;209.340;EXAMENES DE LABORATORIO;
0405020;;Resonancia Magnética Angiografía de Abdomen ;209.340;EXAMENES DE LABORATORIO;
0405021;;Resonancia Magnética Angiografía de Pelvis ;209.340;EXAMENES DE LABORATORIO;
0405022;;Resonancia Magnética  Angiografía de Extremidad Superior Unilateral ;209.340;EXAMENES DE LABORATORIO;
0405023;;Resonancia Magnética  Angiografía de Extremidad Inferior Bilateral ;209.340;EXAMENES DE LABORATORIO;
0405009;;Resonancia Magnética de Tórax ( corazón, esternón, clavículas, articulación acromioclavicular, escápula, costillas o articulación esternoclavicular). Toda la pared torácica o cada segmento o articulación. Bilateral;209.340;EXAMENES DE LABORATORIO;
0405010;;Resonancia Magnética de abdomen ;209.340;EXAMENES DE LABORATORIO;
0405011;;Resonancia Magnética de Pelvis. Incluye: osteoarticular de sacroiliacas u osteoarticular de sacrocoxis u osteoarticular de huesos pélvicos u órganos pelvianos (incluye genitales internos y gastrointestinal);209.340;EXAMENES DE LABORATORIO;
0405012;;Resonancia Magnética de abdomen y pelvis;314.000;EXAMENES DE LABORATORIO;
0405098;;Colangioresonancia;140.240;EXAMENES DE LABORATORIO;
0405013;;Resonancia Magnética de rodilla;171.650;EXAMENES DE LABORATORIO;
0405024;;Resonancia Magnética de Mano o Muñeca ;171.650;EXAMENES DE LABORATORIO;
0405025;;Resonancia Magnética de Antebrazo o Brazo ;171.650;EXAMENES DE LABORATORIO;
0405026;;Resonancia Magnética de Codo ;171.650;EXAMENES DE LABORATORIO;
0405027;;Resonancia Magnética de Hombro ;171.650;EXAMENES DE LABORATORIO;
0405028;;Resonancia Magnética de Pie, Antepie o Tobillo ;171.650;EXAMENES DE LABORATORIO;
0405029;;Resonancia Magnética de Pierna;171.650;EXAMENES DE LABORATORIO;
0405030;;Resonancia Magnética de Muslo o Cadera. Unilateral;171.650;EXAMENES DE LABORATORIO;
0405031;;Resonancia Magnética de Mama (bilateral);171.650;EXAMENES DE LABORATORIO;
0405032;;Resonancia Magnética Fetal;209.340;EXAMENES DE LABORATORIO;
0405016;;Resonancia Columna Total (cervical, dorsal, lumbar);376.790;EXAMENES DE LABORATORIO;
0405033;;Resonancia magnética para planificación de tratamiento con radioterapia;81.820;EXAMENES DE LABORATORIO;
0405034;;Resonancia magnética estudio funcional de encéfalo;204.730;EXAMENES DE LABORATORIO;
0405035;;Resonancia magnética tractografía;204.730;EXAMENES DE LABORATORIO;
0405036;;Resonancia magnética espectroscopía encefálica;204.730;EXAMENES DE LABORATORIO;
0405037;;Resonancia magnética de cara, macizo facial y/o cavidades paranasales;204.730;EXAMENES DE LABORATORIO;
0405038;;Resonancia magnética perfusión cerebral;204.730;EXAMENES DE LABORATORIO;
0405039;;Resonancia magnética estudio de líquido cerebroespinal;204.730;EXAMENES DE LABORATORIO;
0405040;;Resonancia magnética estudio de piso pélvico por defecografía ;204.730;EXAMENES DE LABORATORIO;
0405041;;Resonancia Magnética Screening óseo o muscular;204.730;EXAMENES DE LABORATORIO;
0405042;;Resonancia Magnética de cuello;171.650;EXAMENES DE LABORATORIO;
0501100;;Captación I-131 a las 2 y/o 24 horas;25.170;MEDICINA NUCLEAR;
0501101;;Cintigrafía tiroidea, cualquier radioisótopo;25.170;MEDICINA NUCLEAR;
0501102;;Cintigrafía  glándulas paratiroides (no incluye MIBI);37.790;MEDICINA NUCLEAR;
0501140;;Cintigrafía Spect glándulas paratiroides con sestamibi ;110.920;MEDICINA NUCLEAR;
0501141;;Cintigrafía Spect-ct glándulas paratiroides con sestamibi ;133.320;MEDICINA NUCLEAR;
0501136;;Cintigrafía ósea completa planar;68.050;MEDICINA NUCLEAR;
0501137;;Cintigrafía de médula ósea ;68.050;MEDICINA NUCLEAR;
0501104;;Cintigrafía ósea trifásica (incluye mediciones fase precoz y tardía);100.820;MEDICINA NUCLEAR;
0501142;;Cintigrama óseo de cuerpo entero con Spect;165.410;MEDICINA NUCLEAR;
0501143;;Cintigrama óseo de cuerpo entero con Spect-CT;187.800;MEDICINA NUCLEAR;
0501144;;Cintigrama óseo Spect ATM;110.920;MEDICINA NUCLEAR;
0501105;;Spect de perfusión miocárdica estrés y reposo (no incluye honorarios médico cardiólogo) ;183.210;MEDICINA NUCLEAR;
0501106;;Ventriculografía cardiaca isotópica de equilibrio con glóbulos rojos;56.700;MEDICINA NUCLEAR;
0501107;;Pool sanguíneo, arteriografía isotópica c/u;25.170;MEDICINA NUCLEAR;
0501108;;Linfocintigrafía isotópica (no incluye procedimiento);75.600;MEDICINA NUCLEAR;
0501109;;Pool sanguíneo spect;75.600;MEDICINA NUCLEAR;
0501145;;Ventriculografía cardíaca isotópica de primer paso;110.920;MEDICINA NUCLEAR;
0501146;;Ventriculografía cardíaca isotópica spect;133.320;MEDICINA NUCLEAR;
0501138;;Cintigrafía de glándulas salivales;37.790;MEDICINA NUCLEAR;
0501139;;Dacriocintigrafía;37.790;MEDICINA NUCLEAR;
0501111;;Estudio motilidad esofágica y/o reflujo gastroesofágico;56.700;MEDICINA NUCLEAR;
0501112;;Vaciamiento gástrico líquido o sólido;100.820;MEDICINA NUCLEAR;
0501113;;Cintigrafía vesícula y vía biliar;113.410;MEDICINA NUCLEAR;
0501114;;Detección de sitio de sangramiento digestivo con glóbulos rojos marcados;126.010;MEDICINA NUCLEAR;
0501115;;Detección divertículo Meckel;37.790;MEDICINA NUCLEAR;
0501116;;Spect hepatoesplénico, evaluación hemangioma o hiperplasia (incluye mediciones fase precoz y tardía);113.410;MEDICINA NUCLEAR;
0501117;;Cintigrafía renal con D.M.S.A.;37.790;MEDICINA NUCLEAR;
0501118;;Estudio dinámico renal con Tc 99 - DTPA;56.700;MEDICINA NUCLEAR;
0501119;;Estudio dinámico renal con Tc 99 - MAG 3 o EC;98.290;MEDICINA NUCLEAR;
0501120;;Cistografía isotópica indirecta;37.790;MEDICINA NUCLEAR;
0501121;;Cistografía isotópica directa (no incluye procedimiento);37.790;MEDICINA NUCLEAR;
0501122;;Cintigrafía pulmonar perfusión o ventilación o difusión, c/u;37.790;MEDICINA NUCLEAR;
0501123;;Cintigrafía y estudio aspiración pulmonar;37.790;MEDICINA NUCLEAR;
0501124;;Spect cerebral de perfusión (no incluye radiofármaco);75.600;MEDICINA NUCLEAR;
0501125;;Estudio dinámico sistema nervioso (radiocisternografia, fístula L.C.R, radioventriculografía, control válvula derivativa, sub-durografía isotópica), c/u (no incluye procedimiento).;75.600;MEDICINA NUCLEAR;
0501126;;Cintigrafía evaluación infecciones (leucocitos, infecton, granulocitos u otros) (no incluye radiofármaco ni procedimiento).;75.600;MEDICINA NUCLEAR;
0501127;;Cintigrafía con galio-67 planar infección (no incluye radioisótopo) (a.c. 0501133, cuando corresponda);75.600;MEDICINA NUCLEAR;
0501128;;Detección y/o marcación de ganglio centinela, no incluye, punción ni detección con gammaprobe;75.600;MEDICINA NUCLEAR;
0501129;;Cintigrafía con galio-67 planar y Spect, para estudio de tumores (no incluye radioisótopo);188.970;MEDICINA NUCLEAR;
0501130;;Exploración sistémica con I-131 (incluye mediciones fase precoz y tardía);113.410;MEDICINA NUCLEAR;
0501131;;Estudio glándulas mamarias (mamocintigrafia) (no incluye MIBI);50.390;MEDICINA NUCLEAR;
0501132;;Estudio de tumores (anticuerpos monoclonales, octreoscan, DMSA pentavalente, prostacint u otros) (no incluye radioisótopo);151.190;MEDICINA NUCLEAR;
0501133;;Spect - Tomografía por emisión fotón único, cualquier órgano (no incluye radioisótopo);56.700;MEDICINA NUCLEAR;
0501134;;Densitometría ósea a fotón doble, columna y cadera (unilateral o bilateral) o cuerpo entero;38.270;MEDICINA NUCLEAR;
0501135;;PET-CT ;706.080;MEDICINA NUCLEAR;
0502001;;Dosis terapéuticas con I-131 hasta 30 mCi.;88.190;MEDICINA NUCLEAR;
0502002;;Dosis terapéuticas con I-131 entre 31 a 100 mCi.;170.100;MEDICINA NUCLEAR;
0502003;;Dosis terapéuticas con I-131 entre 101 a 200 mCi.;302.440;MEDICINA NUCLEAR;
0502004;;Dosis terapéuticas con I-131 entre 201 a 300 mCi.;434.660;MEDICINA NUCLEAR;
0502005;;Terapia paliativa del dolor con radioisótopos (no incluye radiofármaco);37.790;MEDICINA NUCLEAR;
0601101;;Evaluación Kinesiológica Integral;3.640;KINESIOLOGÍA Y TERAPIA OCUPACIONAL;
0601103;;Atención Kinesiológica Integral en Pacientes hospitalizados;12.270;KINESIOLOGÍA Y TERAPIA OCUPACIONAL;
0601104;;Atención Kinesiológica Integral UPC (Intensivo e Intermedio) ;23.160;KINESIOLOGÍA Y TERAPIA OCUPACIONAL;
0601105;;Atención Kinesiológica Integral Ambulatoria;11.210;KINESIOLOGÍA Y TERAPIA OCUPACIONAL;
0601106;;Atención Kinesiológica Integral Domiciliaria;14.070;KINESIOLOGÍA Y TERAPIA OCUPACIONAL;
0602001;;Atención integral de terapia ocupacional;9.900;KINESIOLOGÍA Y TERAPIA OCUPACIONAL;
0602002;;Intervención de terapia ocupacional en ayudas técnicas y tecnología asistida;9.110;KINESIOLOGÍA Y TERAPIA OCUPACIONAL;
0602003;;Intervención terapia ocupacional en actividades de la vida diaria, básicas, instrumentales y avanzadas;4.630;KINESIOLOGÍA Y TERAPIA OCUPACIONAL;
0608101;;Telerehabilitación: Evaluación Kinesiológica Integral;3.080;KINESIOLOGÍA Y TERAPIA OCUPACIONAL;
0608102;;Telerehabilitación: Atención Kinesiológica Integral ;9.520;KINESIOLOGÍA Y TERAPIA OCUPACIONAL;
0608201;;Telerehabilitación: Atención integral de terapia ocupacional;8.420;KINESIOLOGÍA Y TERAPIA OCUPACIONAL;
0608202;;Telerehabilitación: Intervención de terapia ocupacional en ayudas técnicas y tecnología asistida;7.740;KINESIOLOGÍA Y TERAPIA OCUPACIONAL;
0608203;;Telerehabilitación: Intervención terapia ocupacional en actividades de la vida diaria, básicas, instrumentales y avanzadas;3.940;KINESIOLOGÍA Y TERAPIA OCUPACIONAL;
0702101;;Producción de glóbulo rojo ;31.960;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0702102;;Producción de concentrado de plaquetas estándar ;6.150;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0702103;;Producción de plasma o crioprecipitado;5.770;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0702104;;Producción de concentrado de plaquetas por aféresis automática ;369.060;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0702105;;Producción de concentrado de glóbulos rojos por aféresis automática ;369.060;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0702106;;Producción de concentrado de leucocitos por aféresis automática ;369.060;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0702107;;Producción de concentrado de plasma por aféresis automática;369.060;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0702108;;Producción de células progenitoras hematopoyética por aféresis automática a partir de sangre periférica;820.060;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0702109;;Irradiación de componente sanguíneo por unidad;3.890;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0702110;;Filtración de glóbulos rojos o plaquetas (incluye filtro Recién Nacido y pool de plaquetas);42.580;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0702201;;Calificación microbiológica por donante estudiado, componente sanguíneo producido o producto de aféresis automática;32.560;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0702202;;Calificación inmunohematológica por donante estudiado, componente sanguíneo producido o producto de aféresis automática;16.420;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0702203;;Prueba de compatibilidad por unidad de glóbulos rojos estudiada (proc. aut.);3.530;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0702204;;Fenotipificación otros antígenos de grupos sanguíneos por unidad de glóbulos rojos producido;15.850;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0702205;;Titulación de anticuerpos irregulares eritrocitarios;31.820;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0702206;;Genotipificación D variante (incluye D parcial y débil);102.220;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0702207;;Detección de anticuerpos irregulares eritrocitarios;4.040;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0702208;;"Grupos menores. Tipificación o detección de otros antígenos de sistemas sanguíneos (Kell, Duffy, Kidd y otros) c/u.
";4.310;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0702209;;Subgrupo ABO ;4.310;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0702301;;Transfusión en adulto por unidad o subunidad de glóbulos rojos o unidad / subunidad o pool de: plasma, plaquetas o crioprecipitados (atención ambulatoria, atención cerrada siempre que la administración sea controlada por profesional especialista, tecnólogo médico o médico responsable)  ;11.230;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0702302;;Transfusión en niño por unidad o subunidad de glóbulos rojos, o unidad/subunidad o pool de: plasma, plaquetas o crioprecipitados (atención ambulatoria, atención cerrada siempre que la administración sea controlada por profesional especialista, tecnólogo médico o médico responsable) ;13.070;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0702303;;Transfusión por unidad de glóbulos rojos, o unidad o pool de: plasma, plaquetas o crioprecipitados, en adulto o niño en pabellón (con asistencia permanente del médico o tecnologo médico responsable)(no corresponde su cobro cuando sea controlada por médico anestesista, por estar incluida en el valor de sus honorarios);19.240;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0702304;;Sangría (considera el cobro de una prestación por cada unidad de sangre extraída);9.880;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0702305;;Recambio plasmático por aféresis terapéutica;379.730;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0702306;;Depleción leucocitaria por aféresis terapéutica;379.730;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0702307;;Depleción plaquetaria por aféresis terapéutica;379.730;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0702308;;Eritroféresis por aféresis terapéutica;379.730;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0702309;;Fotoféresis terapéutica;1.556.470;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0704017;;Parche de 5x5 cm (25 cm2 c/u) Piel de Donante;90.310;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0704018;;Parche de 5x10 cm (50 cm2 c/u) Piel de Donante;184.520;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0704019;;Parche de 10x10 cm (100 cm2 c/u) Piel Donante;305.100;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0704020;;Parche de 10x10 cm (100 cm2 c/u) Amnios;131.870;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0704021;;Parche de 5x10 cm (50 cm2 c/u) Amnios;70.310;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0704022;;Parche de 5x5 cm (25 cm2 c/u) Amnios;35.170;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0704023;;Parche de 2x2 cm (4 cm2 c/u) Amnios;5.860;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0704024;;Cubo de Tejido óseo (Liofilizado/congelado), c/u;40.400;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0704025;;Rodaja de Tejido óseo (Liofilizado/congelado), c/u;232.500;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0704026;;Tablilla de Tejido óseo (Liofilizado/congelado), c/u;68.930;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0704028;;Microfragmentado o granulado (1 gr) de Tejido óseo (Liofilizado);293.290;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0704029;;Fragmento de hueso largo ( o de soporte), c/u;657.360;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0704030;;Procuramiento y Procesamiento Válvulas Cardiacas. Cada válvula;746.740;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0704031;;Procuramiento y Procesamiento de Homoinjertos Segmentos Vasculares. Por segmento;110.630;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0704032;;Córnea de Donante;734.720;MEDICINA TRANSFUSIONAL Y BANCO DE TEJIDOS;
0801001;;Citodiagnóstico corriente, exfoliativa (Papanicolau) (por cada placa);6.980;ANATOMIA PATOLOGICA;
0801002;;Citología no ginecológica (por cada placa o frasco) (máximo 6);10.370;ANATOMIA PATOLOGICA;
0801003;;Estudio histopatológico con microscopia electrónica (por cada grilla);32.610;ANATOMIA PATOLOGICA;
0801004;;Estudio histopatológico con técnicas de inmunohistoquímica o inmunofluorescencia (por cada anticuerpo investigado);28.270;ANATOMIA PATOLOGICA;
0801005;;Estudio histopatológico con técnicas histoquímicas, niveles, decalcificación (por cada lámina);21.250;ANATOMIA PATOLOGICA;
0801006;;Consulta intraoperatoria (por cada muestra / tejido o asistencia a pabellón) (no incluye biopsia diferida);28.270;ANATOMIA PATOLOGICA;
0801007;;Estudio histopatológico con tinción corriente de biopsia diferida con estudio seriado (mínimo 10 muestras) de un órgano o parte de él (no incluye estudio con técnica habitual de otros órganos incluidos en la muestra);28.270;ANATOMIA PATOLOGICA;
0801008;;Estudio histopatológico de biopsia diferida (por cada muestra y/o tejido) (incluye hasta 3 láminas);14.240;ANATOMIA PATOLOGICA;
0801009;;Necropsia de adulto o niño, con estudio histopatológico corriente;77.730;ANATOMIA PATOLOGICA;
0801010;;Necropsia de feto o recién nacido, con estudio histopatológico corriente;62.130;ANATOMIA PATOLOGICA;
0801011;;PCR tiempo real para marcadores tumorales en cortes histológicos (incluye microdisección y extracción de ADN);478.180;ANATOMIA PATOLOGICA;
0801012;;Técnica inmunohistoquimica para marcadores tumorales (ALK-PDL1-ROS1) c/u;175.020;ANATOMIA PATOLOGICA;
0801013;;Hibridación in situ en corte de tejido en parafina, búsqueda de alteraciones;210.000;ANATOMIA PATOLOGICA;
0801014;;PCR Virus Papiloma Humano más genotipificación de papiloma de alto riesgo de Cáncer Cérvico Uterino tipos 16 y 18;43.060;ANATOMIA PATOLOGICA;
0903001;;Consulta de psiquiatría;10.090;PSIQUIATRIA Y SALUD MENTAL;
0903002;;Consulta o control por psicólogo clínico;3.960;PSIQUIATRIA Y SALUD MENTAL;
0903003;;Consulta de salud mental por otros profesionales;3.960;PSIQUIATRIA Y SALUD MENTAL;
0903004;;Intervención psicosocial grupal (4 a 8 pacientes, familiares o cuidadores);15.720;PSIQUIATRIA Y SALUD MENTAL;
0903005;;Psicoterapia de grupo (por psicólogo o psiquiatra) (4 a 8 pacientes);18.410;PSIQUIATRIA Y SALUD MENTAL;
0903006;;Consultoría de salud mental por psiquiatra (sesión 4 hrs.) (mínimo 8 pacientes);41.790;PSIQUIATRIA Y SALUD MENTAL;
0903007;;Programa de rehabilitación tipo 1 (mensual, grupo 6 a 10 pers.);248.010;PSIQUIATRIA Y SALUD MENTAL;
0903008;;Programa de rehabilitación tipo 2 (mensual, grupo 5 a 7 pers.);427.120;PSIQUIATRIA Y SALUD MENTAL;
0908101;;Telerehabilitación: Psicólogo clínico (sesiones 45');13.800;PSIQUIATRIA Y SALUD MENTAL;TELEREHABILITACIÓN: PSICOLOGÍA
0908102;;Telerehabilitación: Psicoterapia Individual;15.070;PSIQUIATRIA Y SALUD MENTAL;TELEREHABILITACIÓN: PSICOLOGÍA
0908103;;Telerehabilitación: Sesión de psicoterapia de pareja (con ambos miembros);14.750;PSIQUIATRIA Y SALUD MENTAL;TELEREHABILITACIÓN: PSICOLOGÍA
1101004;;E.E.G. de 16 o más canales (incluye el cód. 11-01-006);20.850;NEUROLOGIA Y NEUROCIRUGIA;
1101006;;"Electroencefalograma (E.E.G.) standard y/o activado ""sin privación de sueño"" (incluye mono y bipolares, hiperventilación, c/s reactividad auditiva, visual, lumínica, por drogas u otras). Equipo de 8 canales";16.680;NEUROLOGIA Y NEUROCIRUGIA;
1101113;;Angiografía cerebral digital por cateterización (incluye proc. radiológico,  medio de contraste e insumos);565.430;NEUROLOGIA Y NEUROCIRUGIA;
1101140;;Esclerosis Múltiple Remitente Recurrente,  Tratamiento médico farmacológico  Anual (incluye inmunomoduladores);12.691.390;NEUROLOGIA Y NEUROCIRUGIA;
1101141;;Esclerosis Múltiple Remitente Recurrente, Tratamiento rehabilitación;325.790;NEUROLOGIA Y NEUROCIRUGIA;
1101142;;Esclerosis Múltiple Remitente Recurrente,  Tratamiento Brote;1.485.600;NEUROLOGIA Y NEUROCIRUGIA;
1101001;1;Rellenado de  bombas de administración de fármacos en LCR;13.290;NEUROLOGIA Y NEUROCIRUGIA;
1101002;4;Punción Subdural;12.560;NEUROLOGIA Y NEUROCIRUGIA;
