Código;"Código adicional";"CONSULTAS Y ATENCION MEDICA";"Valor fonasa";Grupo;tipo
401049;;"Radiografía de columna total, panorámica con folio graduado frontal o lateral";14590;"EXAMENES DE LABORATORIO";
401051;;"Radiografía de pelvis, cadera o coxofemoral";8400;"EXAMENES DE LABORATORIO";
401151;;"Radiografía de pelvis, cadera o coxofemoral de RN, lactante o niño menor de 6 años.";8400;"EXAMENES DE LABORATORIO";
401052;;"Radiografía de pelvis, cadera o coxofemoral, proyecciones especiales; (rotación interna, abducción, ";8120;"EXAMENES DE LABORATORIO";
401053;;"Radiografía de Sacrocoxis o articulaciones sacroilíacas.";12120;"EXAMENES DE LABORATORIO";
401054;;"Radiografía de brazo, antebrazo, codo, muñeca, mano, dedos, pie (frontal y lateral)";9680;"EXAMENES DE LABORATORIO";
401055;;"Radiografía de clavícula.";11200;"EXAMENES DE LABORATORIO";
401056;;"Radiografía Edad Ósea: carpo y mano";8120;"EXAMENES DE LABORATORIO";
401057;;"Radiografía Edad ósea : rodilla frontal";8120;"EXAMENES DE LABORATORIO";
401058;;"Estudio radiológico de escafoides";12120;"EXAMENES DE LABORATORIO";
401059;;"Estudio radiológico de muñeca o tobillo frontal lateral y oblicuas";11320;"EXAMENES DE LABORATORIO";
401060;;"Radiografía de hombro, fémur, rodilla, pierna, costilla o esternón Frontal y Lateral";11320;"EXAMENES DE LABORATORIO";
401062;;"Radiografía de Proyecciones especiales oblicuas u otras en hombro, brazo, codo, rodilla, rótulas, se";8120;"EXAMENES DE LABORATORIO";
401063;;"Radiografía de túnel intercondíleo o radio-carpiano";8120;"EXAMENES DE LABORATORIO";
401064;;"Apoyo fluoroscópico a procedimientos intraoperatorios y/o biopsia (no incluye el proc.)";8120;"EXAMENES DE LABORATORIO";
402001;;"Vía lagrimal unilateral";20240;"EXAMENES DE LABORATORIO";
402005;;"Galactografía, unilateral";11630;"EXAMENES DE LABORATORIO";
402008;;"Colangiopancreatografía endoscópica (5-7 exp)";88970;"EXAMENES DE LABORATORIO";
402009;;"Fistulografía (3 exp.)";15950;"EXAMENES DE LABORATORIO";
402011;;"Histerosalpingografía (a.c. 20-01-013) (4 exp.; incluye prueba de Cotte tardía)";23700;"EXAMENES DE LABORATORIO";
402012;;"Pielografía ascendente (3 exp.)";66560;"EXAMENES DE LABORATORIO";
402014;;"Uretro y/o cistouretrografía miccional retrógrada (5 exp.)";34030;"EXAMENES DE LABORATORIO";
402015;;"Artrografía facetaria";38820;"EXAMENES DE LABORATORIO";
402019;;"Angiografía selectiva de carótida externa o interna";67150;"EXAMENES DE LABORATORIO";
402020;;"Angiografía selectiva medular";67150;"EXAMENES DE LABORATORIO";
402024;;"Aortografía con AOT o cineangiografía";71460;"EXAMENES DE LABORATORIO";
402025;;"Arteriografía de miembros superiores o inferiores unilateral (a.c.17-01-023)";53260;"EXAMENES DE LABORATORIO";
402027;;"Arteriografía selectiva con AOT o cineangiografía (pulmonar, renal, tronco celíaco o similar) c/u";87440;"EXAMENES DE LABORATORIO";
402029;;"Arteriografía de vasos del cuello (carótidas y vertebrales) (a.c. 11-01-013)";63040;"EXAMENES DE LABORATORIO";
402031;;"Embolización o balonización (a.c. de la angiografía correspondiente) (incluye control radiológico in";25990;"EXAMENES DE LABORATORIO";
402032;;"Instalación de catéter o sonda intracardíaca, control por radiólogo";64120;"EXAMENES DE LABORATORIO";
402035;;Cavografía;45500;"EXAMENES DE LABORATORIO";
402038;;"Flebografía extremidad inferior o superior, unilateral (a.c. 17-01-026) cada extremidad.";34250;"EXAMENES DE LABORATORIO";
402041;;"Flebografía selectiva de venas hepáticas, renales, gonadales, pélvicas. (a.c. 17-01-027)";45500;"EXAMENES DE LABORATORIO";
402050;;"Mielografía por punción lumbar con contraste hidrosoluble";48160;"EXAMENES DE LABORATORIO";
403001;;"Tomografía Computarizada de cráneo encefálica";68610;"EXAMENES DE LABORATORIO";
403002;;"Tomografía Computarizada de hipotálamo-hipófisis";76590;"EXAMENES DE LABORATORIO";
403003;;"Tomografía Computarizada de fosa posterior";63120;"EXAMENES DE LABORATORIO";
403006;;"Tomografía Computarizada de temporal-oído";63120;"EXAMENES DE LABORATORIO";
403007;;"Tomografía Computarizada de órbitas maxilofacial";76590;"EXAMENES DE LABORATORIO";
403008;;"Tomografía Computarizada de columna cervical";83740;"EXAMENES DE LABORATORIO";
403018;;"Tomografía Computarizada de Columna Dorsal. Incluye mínimo 6 espacios";76440;"EXAMENES DE LABORATORIO";
403019;;"Tomografía Computarizada de Columna Lumbar";76440;"EXAMENES DE LABORATORIO";
403012;;"Tomografía Computarizada de cuello, partes blandas";63120;"EXAMENES DE LABORATORIO";
403013;;"Tomografía Computarizada de Tórax. Incluye además: Esternón, Clavículas, Articulación Acromioclavicu";98850;"EXAMENES DE LABORATORIO";
403014;;"Tomografía Computarizada de abdomen (hígado, vías y vesícula biliar, páncreas, bazo, suprarrenales y";58870;"EXAMENES DE LABORATORIO";
403016;;"Tomografía Computarizada de Pelvis (Además incluye Sacro, Coxis, Caderas, Huesos Pélvicos, Articulac";58870;"EXAMENES DE LABORATORIO";
403020;;"Tomografía Computarizada de Abdomen y Pelvis";100080;"EXAMENES DE LABORATORIO";
403021;;"Tomografía Computarizada Pielografía";23250;"EXAMENES DE LABORATORIO";
403022;;"Tomografía Computarizada Urografía";58130;"EXAMENES DE LABORATORIO";
403023;;"Tomografía Computarizada de Colonoscopía Virtual. No incluye instalación de sonda";44350;"EXAMENES DE LABORATORIO";
403024;;"Tomografía Computarizada Planificación Radioterapia";62960;"EXAMENES DE LABORATORIO";
403025;;"Tomografía Computarizada de Calcio Coronario";26900;"EXAMENES DE LABORATORIO";
403104;;"Tomografía Computarizada Angio de Cuello";56270;"EXAMENES DE LABORATORIO";
403105;;"Tomografía Computarizada Angio de Pelvis";45920;"EXAMENES DE LABORATORIO";
403106;;"Tomografía Computarizada de Angio Cardíaco. Mínimo 64 cortes";50520;"EXAMENES DE LABORATORIO";
403017;;"Tomografía Computarizada Musculoesquelética por zona anatómica. Por cada segmento o articulación: mu";53410;"EXAMENES DE LABORATORIO";
403101;;"Tomografía Computarizada angio de encéfalo";83220;"EXAMENES DE LABORATORIO";
403102;;"Tomografía Computarizada angio de tórax";118400;"EXAMENES DE LABORATORIO";
403103;;"Tomografía Computarizada angio de abdomen";112690;"EXAMENES DE LABORATORIO";
403107;;"Tomografía computarizada angio de extremidades inferiores (bilateral)";84840;"EXAMENES DE LABORATORIO";
403108;;"Tomografía computarizada angio de extremidad superior (unilateral)";85560;"EXAMENES DE LABORATORIO";
403026;;"Tomografía computarizada de enterografía";75640;"EXAMENES DE LABORATORIO";
404002;;"Ecografía obstétrica";7430;"EXAMENES DE LABORATORIO";
404003;;"Ecografía abdominal (incluye hígado, vía biliar, vesícula, páncreas, riñones, bazo, retroperitoneo y";27220;"EXAMENES DE LABORATORIO";
404004;;"Ecografía como apoyo a cirugía, o a procedimiento (de tórax, muscular, partes blandas, etc.)";16830;"EXAMENES DE LABORATORIO";
404005;;"Ecografía transvaginal o transrectal";15140;"EXAMENES DE LABORATORIO";
404006;;"Ecografía ginecológica, pelviana femenina u obstétrica con estudio fetal";14420;"EXAMENES DE LABORATORIO";
404007;;"Ecografía transvaginal para seguimiento de ovulación, procedimiento completo (6-8 sesiones )";21040;"EXAMENES DE LABORATORIO";
404008;;"Ecografía para seguimiento de ovulación, procedimiento completo (6 a 8 sesiones)";21040;"EXAMENES DE LABORATORIO";
404009;;"Ecografía pélvica masculina (incluye vejiga y próstata)";15140;"EXAMENES DE LABORATORIO";
404010;;"Ecografía renal (bilateral), o de bazo";18930;"EXAMENES DE LABORATORIO";
404011;;"Ecografía encefálica (RN o lactante)";18930;"EXAMENES DE LABORATORIO";
404012;;"Ecografía mamaria bilateral (incluye Doppler)";18930;"EXAMENES DE LABORATORIO";
404013;;"Ecografía ocular, unilateral o bilateral.";18930;"EXAMENES DE LABORATORIO";
404014;;"Ecografía testicular (unilateral o bilateral) (Incluye Doppler)";18930;"EXAMENES DE LABORATORIO";
404015;;"Ecografía tiroidea (Incluye Doppler)";18930;"EXAMENES DE LABORATORIO";
404016;;"Ecografía Partes Blandas o Musculoesquelética (cada zona anatómica)";18930;"EXAMENES DE LABORATORIO";
404017;;"Ecografía axilar";18680;"EXAMENES DE LABORATORIO";
404019;;"Ecografía espinal";23300;"EXAMENES DE LABORATORIO";
404118;;"Ecografía vascular (arterial y venosa) periférica (bilateral)";64670;"EXAMENES DE LABORATORIO";
404119;;"Ecografía doppler de vasos del cuello";64670;"EXAMENES DE LABORATORIO";
404120;;"Ecografía transcraneana";64670;"EXAMENES DE LABORATORIO";
404121;;"Ecografía abdominal o de vasos testiculares";64670;"EXAMENES DE LABORATORIO";
404122;;"Ecografía doppler de vasos placentarios";64670;"EXAMENES DE LABORATORIO";
404218;;"Elastografía hepática";26440;"EXAMENES DE LABORATORIO";
405001;;"Resonancia Magnética Cráneo Encefálica u Oídos, bilateral";209340;"EXAMENES DE LABORATORIO";
405002;;"Resonancia Magnética de hipotálamo - hipófisis";209340;"EXAMENES DE LABORATORIO";
405003;;"Resonancia Magnética de órbitas";198550;"EXAMENES DE LABORATORIO";
405004;;"Resonancia Magnética de articulaciones temporomandibulares";198550;"EXAMENES DE LABORATORIO";
405005;;"Resonancia Magnética de columna cervical";209340;"EXAMENES DE LABORATORIO";
405006;;"Resonancia Magnética de columna dorsal";209340;"EXAMENES DE LABORATORIO";
405007;;"Resonancia Magnética de columna lumbar";209340;"EXAMENES DE LABORATORIO";
405017;;"Resonancia Magnética Angiografía de Encéfalo";209340;"EXAMENES DE LABORATORIO";
405018;;"Resonancia Magnética Angiografía de Cuello";209340;"EXAMENES DE LABORATORIO";
405019;;"Resonancia Magnética Angiografía de Tórax";209340;"EXAMENES DE LABORATORIO";
405020;;"Resonancia Magnética Angiografía de Abdomen";209340;"EXAMENES DE LABORATORIO";
405021;;"Resonancia Magnética Angiografía de Pelvis";209340;"EXAMENES DE LABORATORIO";
405022;;"Resonancia Magnética Angiografía de Extremidad Superior Unilateral";209340;"EXAMENES DE LABORATORIO";
405023;;"Resonancia Magnética Angiografía de Extremidad Inferior Bilateral";209340;"EXAMENES DE LABORATORIO";
405009;;"Resonancia Magnética de Tórax ( corazón, esternón, clavículas, articulación acromioclavicular, escáp";209340;"EXAMENES DE LABORATORIO";
405010;;"Resonancia Magnética de abdomen";209340;"EXAMENES DE LABORATORIO";
405011;;"Resonancia Magnética de Pelvis. Incluye: osteoarticular de sacroiliacas u osteoarticular de sacrocox";209340;"EXAMENES DE LABORATORIO";
405012;;"Resonancia Magnética de abdomen y pelvis";314000;"EXAMENES DE LABORATORIO";
405098;;Colangioresonancia;140240;"EXAMENES DE LABORATORIO";
405013;;"Resonancia Magnética de rodilla";171650;"EXAMENES DE LABORATORIO";
405024;;"Resonancia Magnética de Mano o Muñeca";171650;"EXAMENES DE LABORATORIO";
405025;;"Resonancia Magnética de Antebrazo o Brazo";171650;"EXAMENES DE LABORATORIO";
405026;;"Resonancia Magnética de Codo";171650;"EXAMENES DE LABORATORIO";
405027;;"Resonancia Magnética de Hombro";171650;"EXAMENES DE LABORATORIO";
405028;;"Resonancia Magnética de Pie, Antepie o Tobillo";171650;"EXAMENES DE LABORATORIO";
405029;;"Resonancia Magnética de Pierna";171650;"EXAMENES DE LABORATORIO";
405030;;"Resonancia Magnética de Muslo o Cadera. Unilateral";171650;"EXAMENES DE LABORATORIO";
405031;;"Resonancia Magnética de Mama (bilateral)";171650;"EXAMENES DE LABORATORIO";
405032;;"Resonancia Magnética Fetal";209340;"EXAMENES DE LABORATORIO";
405016;;"Resonancia Columna Total (cervical, dorsal, lumbar)";376790;"EXAMENES DE LABORATORIO";
405033;;"Resonancia magnética para planificación de tratamiento con radioterapia";81820;"EXAMENES DE LABORATORIO";
405034;;"Resonancia magnética estudio funcional de encéfalo";204730;"EXAMENES DE LABORATORIO";
405035;;"Resonancia magnética tractografía";204730;"EXAMENES DE LABORATORIO";
405036;;"Resonancia magnética espectroscopía encefálica";204730;"EXAMENES DE LABORATORIO";
405037;;"Resonancia magnética de cara, macizo facial y/o cavidades paranasales";204730;"EXAMENES DE LABORATORIO";
405038;;"Resonancia magnética perfusión cerebral";204730;"EXAMENES DE LABORATORIO";
405039;;"Resonancia magnética estudio de líquido cerebroespinal";204730;"EXAMENES DE LABORATORIO";
405040;;"Resonancia magnética estudio de piso pélvico por defecografía";204730;"EXAMENES DE LABORATORIO";
405041;;"Resonancia Magnética Screening óseo o muscular";204730;"EXAMENES DE LABORATORIO";
405042;;"Resonancia Magnética de cuello";171650;"EXAMENES DE LABORATORIO";
501100;;"Captación I-131 a las 2 y/o 24 horas";25170;"MEDICINA NUCLEAR";
501101;;"Cintigrafía tiroidea, cualquier radioisótopo";25170;"MEDICINA NUCLEAR";
501102;;"Cintigrafía glándulas paratiroides (no incluye MIBI)";37790;"MEDICINA NUCLEAR";
501140;;"Cintigrafía Spect glándulas paratiroides con sestamibi";110920;"MEDICINA NUCLEAR";
501141;;"Cintigrafía Spect-ct glándulas paratiroides con sestamibi";133320;"MEDICINA NUCLEAR";
501136;;"Cintigrafía ósea completa planar";68050;"MEDICINA NUCLEAR";
501137;;"Cintigrafía de médula ósea";68050;"MEDICINA NUCLEAR";
501104;;"Cintigrafía ósea trifásica (incluye mediciones fase precoz y tardía)";100820;"MEDICINA NUCLEAR";
501142;;"Cintigrama óseo de cuerpo entero con Spect";165410;"MEDICINA NUCLEAR";
501143;;"Cintigrama óseo de cuerpo entero con Spect-CT";187800;"MEDICINA NUCLEAR";
501144;;"Cintigrama óseo Spect ATM";110920;"MEDICINA NUCLEAR";
501105;;"Spect de perfusión miocárdica estrés y reposo (no incluye honorarios médico cardiólogo)";183210;"MEDICINA NUCLEAR";
501106;;"Ventriculografía cardiaca isotópica de equilibrio con glóbulos rojos";56700;"MEDICINA NUCLEAR";
501107;;"Pool sanguíneo, arteriografía isotópica c/u";25170;"MEDICINA NUCLEAR";
501108;;"Linfocintigrafía isotópica (no incluye procedimiento)";75600;"MEDICINA NUCLEAR";
501109;;"Pool sanguíneo spect";75600;"MEDICINA NUCLEAR";
501145;;"Ventriculografía cardíaca isotópica de primer paso";110920;"MEDICINA NUCLEAR";
501146;;"Ventriculografía cardíaca isotópica spect";133320;"MEDICINA NUCLEAR";
501138;;"Cintigrafía de glándulas salivales";37790;"MEDICINA NUCLEAR";
501139;;Dacriocintigrafía;37790;"MEDICINA NUCLEAR";
501111;;"Estudio motilidad esofágica y/o reflujo gastroesofágico";56700;"MEDICINA NUCLEAR";
501112;;"Vaciamiento gástrico líquido o sólido";100820;"MEDICINA NUCLEAR";
501113;;"Cintigrafía vesícula y vía biliar";113410;"MEDICINA NUCLEAR";
501114;;"Detección de sitio de sangramiento digestivo con glóbulos rojos marcados";126010;"MEDICINA NUCLEAR";
501115;;"Detección divertículo Meckel";37790;"MEDICINA NUCLEAR";
501116;;"Spect hepatoesplénico, evaluación hemangioma o hiperplasia (incluye mediciones fase precoz y tardía)";113410;"MEDICINA NUCLEAR";
501117;;"Cintigrafía renal con D.M.S.A.";37790;"MEDICINA NUCLEAR";
501118;;"Estudio dinámico renal con Tc 99 - DTPA";56700;"MEDICINA NUCLEAR";
501119;;"Estudio dinámico renal con Tc 99 - MAG 3 o EC";98290;"MEDICINA NUCLEAR";
501120;;"Cistografía isotópica indirecta";37790;"MEDICINA NUCLEAR";
501121;;"Cistografía isotópica directa (no incluye procedimiento)";37790;"MEDICINA NUCLEAR";
501122;;"Cintigrafía pulmonar perfusión o ventilación o difusión, c/u";37790;"MEDICINA NUCLEAR";
501123;;"Cintigrafía y estudio aspiración pulmonar";37790;"MEDICINA NUCLEAR";
501124;;"Spect cerebral de perfusión (no incluye radiofármaco)";75600;"MEDICINA NUCLEAR";
501125;;"Estudio dinámico sistema nervioso (radiocisternografia, fístula L.C.R, radioventriculografía, contro";75600;"MEDICINA NUCLEAR";
501126;;"Cintigrafía evaluación infecciones (leucocitos, infecton, granulocitos u otros) (no incluye radiofár";75600;"MEDICINA NUCLEAR";
501127;;"Cintigrafía con galio-67 planar infección (no incluye radioisótopo) (a.c. 0501133, cuando correspond";75600;"MEDICINA NUCLEAR";
501128;;"Detección y/o marcación de ganglio centinela, no incluye, punción ni detección con gammaprobe";75600;"MEDICINA NUCLEAR";
501129;;"Cintigrafía con galio-67 planar y Spect, para estudio de tumores (no incluye radioisótopo)";188970;"MEDICINA NUCLEAR";
501130;;"Exploración sistémica con I-131 (incluye mediciones fase precoz y tardía)";113410;"MEDICINA NUCLEAR";
501131;;"Estudio glándulas mamarias (mamocintigrafia) (no incluye MIBI)";50390;"MEDICINA NUCLEAR";
501132;;"Estudio de tumores (anticuerpos monoclonales, octreoscan, DMSA pentavalente, prostacint u otros) (no";151190;"MEDICINA NUCLEAR";
501133;;"Spect - Tomografía por emisión fotón único, cualquier órgano (no incluye radioisótopo)";56700;"MEDICINA NUCLEAR";
501134;;"Densitometría ósea a fotón doble, columna y cadera (unilateral o bilateral) o cuerpo entero";38270;"MEDICINA NUCLEAR";
501135;;PET-CT;706080;"MEDICINA NUCLEAR";
502001;;"Dosis terapéuticas con I-131 hasta 30 mCi.";88190;"MEDICINA NUCLEAR";
502002;;"Dosis terapéuticas con I-131 entre 31 a 100 mCi.";170100;"MEDICINA NUCLEAR";
502003;;"Dosis terapéuticas con I-131 entre 101 a 200 mCi.";302440;"MEDICINA NUCLEAR";
502004;;"Dosis terapéuticas con I-131 entre 201 a 300 mCi.";434660;"MEDICINA NUCLEAR";
502005;;"Terapia paliativa del dolor con radioisótopos (no incluye radiofármaco)";37790;"MEDICINA NUCLEAR";
601101;;"Evaluación Kinesiológica Integral";3640;"KINESIOLOGÍA Y TERAPIA OCUPACI";
601103;;"Atención Kinesiológica Integral en Pacientes hospitalizados";12270;"KINESIOLOGÍA Y TERAPIA OCUPACI";
601104;;"Atención Kinesiológica Integral UPC (Intensivo e Intermedio)";23160;"KINESIOLOGÍA Y TERAPIA OCUPACI";
601105;;"Atención Kinesiológica Integral Ambulatoria";11210;"KINESIOLOGÍA Y TERAPIA OCUPACI";
601106;;"Atención Kinesiológica Integral Domiciliaria";14070;"KINESIOLOGÍA Y TERAPIA OCUPACI";
602001;;"Atención integral de terapia ocupacional";9900;"KINESIOLOGÍA Y TERAPIA OCUPACI";
602002;;"Intervención de terapia ocupacional en ayudas técnicas y tecnología asistida";9110;"KINESIOLOGÍA Y TERAPIA OCUPACI";
602003;;"Intervención terapia ocupacional en actividades de la vida diaria, básicas, instrumentales y avanzad";4630;"KINESIOLOGÍA Y TERAPIA OCUPACI";
608101;;"Telerehabilitación: Evaluación Kinesiológica Integral";3080;"KINESIOLOGÍA Y TERAPIA OCUPACI";
608102;;"Telerehabilitación: Atención Kinesiológica Integral";9520;"KINESIOLOGÍA Y TERAPIA OCUPACI";
608201;;"Telerehabilitación: Atención integral de terapia ocupacional";8420;"KINESIOLOGÍA Y TERAPIA OCUPACI";
608202;;"Telerehabilitación: Intervención de terapia ocupacional en ayudas técnicas y tecnología asistida";7740;"KINESIOLOGÍA Y TERAPIA OCUPACI";
608203;;"Telerehabilitación: Intervención terapia ocupacional en actividades de la vida diaria, básicas, inst";3940;"KINESIOLOGÍA Y TERAPIA OCUPACI";
702101;;"Producción de glóbulo rojo";31960;"MEDICINA TRANSFUSIONAL Y BANCO";
702102;;"Producción de concentrado de plaquetas estándar";6150;"MEDICINA TRANSFUSIONAL Y BANCO";
702103;;"Producción de plasma o crioprecipitado";5770;"MEDICINA TRANSFUSIONAL Y BANCO";
702104;;"Producción de concentrado de plaquetas por aféresis automática";369060;"MEDICINA TRANSFUSIONAL Y BANCO";
702105;;"Producción de concentrado de glóbulos rojos por aféresis automática";369060;"MEDICINA TRANSFUSIONAL Y BANCO";
702106;;"Producción de concentrado de leucocitos por aféresis automática";369060;"MEDICINA TRANSFUSIONAL Y BANCO";
702107;;"Producción de concentrado de plasma por aféresis automática";369060;"MEDICINA TRANSFUSIONAL Y BANCO";
702108;;"Producción de células progenitoras hematopoyética por aféresis automática a partir de sangre perifér";820060;"MEDICINA TRANSFUSIONAL Y BANCO";
702109;;"Irradiación de componente sanguíneo por unidad";3890;"MEDICINA TRANSFUSIONAL Y BANCO";
702110;;"Filtración de glóbulos rojos o plaquetas (incluye filtro Recién Nacido y pool de plaquetas)";42580;"MEDICINA TRANSFUSIONAL Y BANCO";
702201;;"Calificación microbiológica por donante estudiado, componente sanguíneo producido o producto de afér";32560;"MEDICINA TRANSFUSIONAL Y BANCO";
702202;;"Calificación inmunohematológica por donante estudiado, componente sanguíneo producido o producto de ";16420;"MEDICINA TRANSFUSIONAL Y BANCO";
702203;;"Prueba de compatibilidad por unidad de glóbulos rojos estudiada (proc. aut.)";3530;"MEDICINA TRANSFUSIONAL Y BANCO";
702204;;"Fenotipificación otros antígenos de grupos sanguíneos por unidad de glóbulos rojos producido";15850;"MEDICINA TRANSFUSIONAL Y BANCO";
702205;;"Titulación de anticuerpos irregulares eritrocitarios";31820;"MEDICINA TRANSFUSIONAL Y BANCO";
702206;;"Genotipificación D variante (incluye D parcial y débil)";102220;"MEDICINA TRANSFUSIONAL Y BANCO";
702207;;"Detección de anticuerpos irregulares eritrocitarios";4040;"MEDICINA TRANSFUSIONAL Y BANCO";
702208;;"Grupos menores. Tipificación o detección de otros antígenos de sistemas sanguíneos (Kell, Duffy, Kid";4310;"MEDICINA TRANSFUSIONAL Y BANCO";
702209;;"Subgrupo ABO";4310;"MEDICINA TRANSFUSIONAL Y BANCO";
702301;;"Transfusión en adulto por unidad o subunidad de glóbulos rojos o unidad / subunidad o pool de: plasm";11230;"MEDICINA TRANSFUSIONAL Y BANCO";
702302;;"Transfusión en niño por unidad o subunidad de glóbulos rojos, o unidad/subunidad o pool de: plasma, ";13070;"MEDICINA TRANSFUSIONAL Y BANCO";
702303;;"Transfusión por unidad de glóbulos rojos, o unidad o pool de: plasma, plaquetas o crioprecipitados, ";19240;"MEDICINA TRANSFUSIONAL Y BANCO";
702304;;"Sangría (considera el cobro de una prestación por cada unidad de sangre extraída)";9880;"MEDICINA TRANSFUSIONAL Y BANCO";
702305;;"Recambio plasmático por aféresis terapéutica";379730;"MEDICINA TRANSFUSIONAL Y BANCO";
702306;;"Depleción leucocitaria por aféresis terapéutica";379730;"MEDICINA TRANSFUSIONAL Y BANCO";
702307;;"Depleción plaquetaria por aféresis terapéutica";379730;"MEDICINA TRANSFUSIONAL Y BANCO";
702308;;"Eritroféresis por aféresis terapéutica";379730;"MEDICINA TRANSFUSIONAL Y BANCO";
702309;;"Fotoféresis terapéutica";1556470;"MEDICINA TRANSFUSIONAL Y BANCO";
704017;;"Parche de 5x5 cm (25 cm2 c/u) Piel de Donante";90310;"MEDICINA TRANSFUSIONAL Y BANCO";
704018;;"Parche de 5x10 cm (50 cm2 c/u) Piel de Donante";184520;"MEDICINA TRANSFUSIONAL Y BANCO";
704019;;"Parche de 10x10 cm (100 cm2 c/u) Piel Donante";305100;"MEDICINA TRANSFUSIONAL Y BANCO";
704020;;"Parche de 10x10 cm (100 cm2 c/u) Amnios";131870;"MEDICINA TRANSFUSIONAL Y BANCO";
704021;;"Parche de 5x10 cm (50 cm2 c/u) Amnios";70310;"MEDICINA TRANSFUSIONAL Y BANCO";
704022;;"Parche de 5x5 cm (25 cm2 c/u) Amnios";35170;"MEDICINA TRANSFUSIONAL Y BANCO";
704023;;"Parche de 2x2 cm (4 cm2 c/u) Amnios";5860;"MEDICINA TRANSFUSIONAL Y BANCO";
704024;;"Cubo de Tejido óseo (Liofilizado/congelado), c/u";40400;"MEDICINA TRANSFUSIONAL Y BANCO";
704025;;"Rodaja de Tejido óseo (Liofilizado/congelado), c/u";232500;"MEDICINA TRANSFUSIONAL Y BANCO";
704026;;"Tablilla de Tejido óseo (Liofilizado/congelado), c/u";68930;"MEDICINA TRANSFUSIONAL Y BANCO";
704028;;"Microfragmentado o granulado (1 gr) de Tejido óseo (Liofilizado)";293290;"MEDICINA TRANSFUSIONAL Y BANCO";
704029;;"Fragmento de hueso largo ( o de soporte), c/u";657360;"MEDICINA TRANSFUSIONAL Y BANCO";
704030;;"Procuramiento y Procesamiento Válvulas Cardiacas. Cada válvula";746740;"MEDICINA TRANSFUSIONAL Y BANCO";
704031;;"Procuramiento y Procesamiento de Homoinjertos Segmentos Vasculares. Por segmento";110630;"MEDICINA TRANSFUSIONAL Y BANCO";
704032;;"Córnea de Donante";734720;"MEDICINA TRANSFUSIONAL Y BANCO";
801001;;"Citodiagnóstico corriente, exfoliativa (Papanicolau) (por cada placa)";6980;"ANATOMIA PATOLOGICA";
801002;;"Citología no ginecológica (por cada placa o frasco) (máximo 6)";10370;"ANATOMIA PATOLOGICA";
801003;;"Estudio histopatológico con microscopia electrónica (por cada grilla)";32610;"ANATOMIA PATOLOGICA";
801004;;"Estudio histopatológico con técnicas de inmunohistoquímica o inmunofluorescencia (por cada anticuerp";28270;"ANATOMIA PATOLOGICA";
801005;;"Estudio histopatológico con técnicas histoquímicas, niveles, decalcificación (por cada lámina)";21250;"ANATOMIA PATOLOGICA";
801006;;"Consulta intraoperatoria (por cada muestra / tejido o asistencia a pabellón) (no incluye biopsia dif";28270;"ANATOMIA PATOLOGICA";
801007;;"Estudio histopatológico con tinción corriente de biopsia diferida con estudio seriado (mínimo 10 mue";28270;"ANATOMIA PATOLOGICA";
801008;;"Estudio histopatológico de biopsia diferida (por cada muestra y/o tejido) (incluye hasta 3 láminas)";14240;"ANATOMIA PATOLOGICA";
801009;;"Necropsia de adulto o niño, con estudio histopatológico corriente";77730;"ANATOMIA PATOLOGICA";
801010;;"Necropsia de feto o recién nacido, con estudio histopatológico corriente";62130;"ANATOMIA PATOLOGICA";
801011;;"PCR tiempo real para marcadores tumorales en cortes histológicos (incluye microdisección y extracció";478180;"ANATOMIA PATOLOGICA";
801012;;"Técnica inmunohistoquimica para marcadores tumorales (ALK-PDL1-ROS1) c/u";175020;"ANATOMIA PATOLOGICA";
801013;;"Hibridación in situ en corte de tejido en parafina, búsqueda de alteraciones";210000;"ANATOMIA PATOLOGICA";
801014;;"PCR Virus Papiloma Humano más genotipificación de papiloma de alto riesgo de Cáncer Cérvico Uterino ";43060;"ANATOMIA PATOLOGICA";
903001;;"Consulta de psiquiatría";10090;"PSIQUIATRIA Y SALUD MENTAL";
903002;;"Consulta o control por psicólogo clínico";3960;"PSIQUIATRIA Y SALUD MENTAL";
903003;;"Consulta de salud mental por otros profesionales";3960;"PSIQUIATRIA Y SALUD MENTAL";
903004;;"Intervención psicosocial grupal (4 a 8 pacientes, familiares o cuidadores)";15720;"PSIQUIATRIA Y SALUD MENTAL";
903005;;"Psicoterapia de grupo (por psicólogo o psiquiatra) (4 a 8 pacientes)";18410;"PSIQUIATRIA Y SALUD MENTAL";
903006;;"Consultoría de salud mental por psiquiatra (sesión 4 hrs.) (mínimo 8 pacientes)";41790;"PSIQUIATRIA Y SALUD MENTAL";
903007;;"Programa de rehabilitación tipo 1 (mensual, grupo 6 a 10 pers.)";248010;"PSIQUIATRIA Y SALUD MENTAL";
903008;;"Programa de rehabilitación tipo 2 (mensual, grupo 5 a 7 pers.)";427120;"PSIQUIATRIA Y SALUD MENTAL";
908101;;"Telerehabilitación: Psicólogo clínico (sesiones 45')";13800;"PSIQUIATRIA Y SALUD MENTAL";"TELEREHABILITACIÓN: PSICOLOGÍA"
908102;;"Telerehabilitación: Psicoterapia Individual";15070;"PSIQUIATRIA Y SALUD MENTAL";"TELEREHABILITACIÓN: PSICOLOGÍA"
