[2025-10-29 12:19:19] L2 codF:'0101001'->101001 | valor:'7.290'->7290
[2025-10-29 12:19:19] L332 codF:'0303052'->303052 | valor:'47.700'->47700
[2025-10-29 12:19:19] L333 codF:'0303053'->303053 | valor:'44.970'->44970
[2025-10-29 12:19:19] L334 codF:'0303054'->303054 | valor:'51.850'->51850
[2025-10-29 12:19:19] L335 codF:'0303055'->303055 | valor:'53.370'->53370
[2025-10-29 12:19:19] L336 codF:'0303057'->303057 | valor:'20.730'->20730
[2025-10-29 12:19:19] L337 codF:'0303058'->303058 | valor:'38.780'->38780
[2025-10-29 12:19:19] L338 codF:'0303033'->303033 | valor:'6.910'->6910
[2025-10-29 12:19:19] L339 codF:'0303035'->303035 | valor:'6.210'->6210
[2025-10-29 12:19:19] L340 codF:'0303039'->303039 | atencion:>100 -> trunc | valor:'5.690'->5690
[2025-10-29 12:19:19] L341 codF:'0303050'->303050 | atencion:>100 -> trunc | valor:'37.730'->37730
[2025-10-29 12:19:19] L342 codF:'0303051'->303051 | atencion:>100 -> trunc | valor:'33.350'->33350
[2025-10-29 12:19:19] L343 codF:'0303056'->303056 | valor:'65.890'->65890
[2025-10-29 12:19:19] L344 codF:'0304001'->304001 | atencion:>100 -> trunc | valor:'49.900'->49900
[2025-10-29 12:19:19] L345 codF:'0304002'->304002 | atencion:>100 -> trunc | valor:'53.360'->53360
[2025-10-29 12:19:19] L346 codF:'0304003'->304003 | atencion:>100 -> trunc | valor:'53.360'->53360
[2025-10-29 12:19:19] L347 codF:'0304006'->304006 | valor:'70.890'->70890
[2025-10-29 12:19:19] L348 codF:'0304007'->304007 | valor:'40.460'->40460
[2025-10-29 12:19:19] L349 codF:'0304008'->304008 | atencion:>100 -> trunc | valor:'224.010'->224010
[2025-10-29 12:19:19] L350 codF:'0304009'->304009 | atencion:Normalizada | atencion:>100 -> trunc | valor:'113.530'->113530
[2025-10-29 12:19:19] L351 codF:'0304010'->304010 | atencion:Normalizada | atencion:>100 -> trunc | valor:'134.120'->134120
[2025-10-29 12:19:19] L352 codF:'0304012'->304012 | valor:'207.330'->207330
[2025-10-29 12:19:19] L353 codF:'0304013'->304013 | valor:'179.080'->179080
[2025-10-29 12:19:19] L354 codF:'0304014'->304014 | valor:'140.340'->140340
[2025-10-29 12:19:19] L355 codF:'0304015'->304015 | atencion:>100 -> trunc | valor:'210.000'->210000
[2025-10-29 12:19:19] L356 codF:'0304016'->304016 | atencion:>100 -> trunc | valor:'822.240'->822240
[2025-10-29 12:19:19] L357 codF:'0305001'->305001 | valor:'5.690'->5690
[2025-10-29 12:19:19] L358 codF:'0305002'->305002 | valor:'5.520'->5520
[2025-10-29 12:19:19] L359 codF:'0305003'->305003 | valor:'5.650'->5650
[2025-10-29 12:19:19] L360 codF:'0305004'->305004 | atencion:>100 -> trunc | valor:'11.320'->11320
[2025-10-29 12:19:19] L361 codF:'0305005'->305005 | atencion:>100 -> trunc | valor:'7.760'->7760
[2025-10-29 12:19:19] L362 codF:'0305007'->305007 | atencion:>100 -> trunc | valor:'6.260'->6260
[2025-10-29 12:19:19] L363 codF:'0305008'->305008 | valor:'4.970'->4970
[2025-10-29 12:19:19] L364 codF:'0305009'->305009 | valor:'7.620'->7620
[2025-10-29 12:19:19] L365 codF:'0305070'->305070 | valor:'10.080'->10080
[2025-10-29 12:19:19] L366 codF:'0305170'->305170 | valor:'10.080'->10080
[2025-10-29 12:19:19] L367 codF:'0305010'->305010 | valor:'7.620'->7620
[2025-10-29 12:19:19] L368 codF:'0305012'->305012 | valor:'4.970'->4970
[2025-10-29 12:19:19] L369 codF:'0305013'->305013 | valor:'6.260'->6260
[2025-10-29 12:19:19] L370 codF:'0305014'->305014 | valor:'1.200'->1200
[2025-10-29 12:19:19] L371 codF:'0305019'->305019 | valor:'2.890'->2890
[2025-10-29 12:19:19] L372 codF:'0305020'->305020 | valor:'5.140'->5140
[2025-10-29 12:19:19] L373 codF:'0305021'->305021 | valor:'4.970'->4970
[2025-10-29 12:19:19] L374 codF:'0305025'->305025 | valor:'8.650'->8650
[2025-10-29 12:19:19] L375 codF:'0305026'->305026 | valor:'4.880'->4880
[2025-10-29 12:19:19] L376 codF:'0305027'->305027 | valor:'4.970'->4970
[2025-10-29 12:19:19] L377 codF:'0305028'->305028 | valor:'5.690'->5690
[2025-10-29 12:19:19] L378 codF:'0305029'->305029 | valor:'5.690'->5690
[2025-10-29 12:19:19] L379 codF:'0305030'->305030 | valor:'4.810'->4810
[2025-10-29 12:19:19] L380 codF:'0305031'->305031 | valor:'6.640'->6640
[2025-10-29 12:19:19] L381 codF:'0305181'->305181 | valor:'12.340'->12340
[2025-10-29 12:19:19] L382 codF:'0305081'->305081 | valor:'11.500'->11500
[2025-10-29 12:19:19] L383 codF:'0305082'->305082 | valor:'17.140'->17140
[2025-10-29 12:19:19] L384 codF:'0305083'->305083 | valor:'7.270'->7270
[2025-10-29 12:19:19] L385 codF:'0305084'->305084 | valor:'13.080'->13080
[2025-10-29 12:19:19] L386 codF:'0305085'->305085 | valor:'21.790'->21790
[2025-10-29 12:19:19] L387 codF:'0305086'->305086 | valor:'11.500'->11500
[2025-10-29 12:19:19] L388 codF:'0305098'->305098 | valor:'48.030'->48030
[2025-10-29 12:19:19] L389 codF:'0305099'->305099 | valor:'33.640'->33640
[2025-10-29 12:19:19] L390 codF:'0305100'->305100 | valor:'7.530'->7530
[2025-10-29 12:19:19] L391 codF:'0305101'->305101 | valor:'9.910'->9910
[2025-10-29 12:19:19] L392 codF:'0305104'->305104 | valor:'23.610'->23610
[2025-10-29 12:19:19] L393 codF:'0305105'->305105 | valor:'42.280'->42280
[2025-10-29 12:19:19] L394 codF:'0305106'->305106 | atencion:>100 -> trunc | valor:'87.560'->87560
[2025-10-29 12:19:19] L395 codF:'0305107'->305107 | valor:'25.870'->25870
[2025-10-29 12:19:19] L396 codF:'0305108'->305108 | atencion:>100 -> trunc | valor:'17.950'->17950
[2025-10-29 12:19:19] L397 codF:'0305109'->305109 | valor:'34.990'->34990
[2025-10-29 12:19:19] L398 codF:'0305124'->305124 | valor:'36.980'->36980
[2025-10-29 12:19:19] L399 codF:'0305125'->305125 | valor:'42.590'->42590
[2025-10-29 12:19:19] L400 codF:'0305126'->305126 | valor:'93.270'->93270
[2025-10-29 12:19:19] L401 codF:'0305035'->305035 | valor:'2.490'->2490
[2025-10-29 12:19:19] L402 codF:'0305036'->305036 | valor:'2.490'->2490
[2025-10-29 12:19:19] L403 codF:'0305037'->305037 | valor:'6.370'->6370
[2025-10-29 12:19:19] L404 codF:'0305038'->305038 | valor:'13.070'->13070
[2025-10-29 12:19:19] L405 codF:'0305039'->305039 | valor:'13.070'->13070
[2025-10-29 12:19:19] L406 codF:'0305040'->305040 | valor:'5.130'->5130
[2025-10-29 12:19:19] L407 codF:'0305041'->305041 | atencion:>100 -> trunc | valor:'5.130'->5130
[2025-10-29 12:19:19] L408 codF:'0305042'->305042 | valor:'6.370'->6370
[2025-10-29 12:19:19] L409 codF:'0305044'->305044 | valor:'5.820'->5820
[2025-10-29 12:19:19] L410 codF:'0305047'->305047 | valor:'8.770'->8770
[2025-10-29 12:19:19] L411 codF:'0305049'->305049 | atencion:>100 -> trunc | valor:'25.480'->25480
[2025-10-29 12:19:19] L412 codF:'0305089'->305089 | valor:'46.390'->46390
[2025-10-29 12:19:19] L413 codF:'0305091'->305091 | valor:'27.220'->27220
[2025-10-29 12:19:19] L414 codF:'0305092'->305092 | valor:'27.220'->27220
[2025-10-29 12:19:19] L415 codF:'0305080'->305080 | valor:'21.790'->21790
[2025-10-29 12:19:19] L416 codF:'0305093'->305093 | valor:'360.490'->360490
[2025-10-29 12:19:19] L417 codF:'0305094'->305094 | valor:'307.260'->307260
[2025-10-29 12:19:19] L418 codF:'0305095'->305095 | valor:'312.850'->312850
[2025-10-29 12:19:19] L419 codF:'0305096'->305096 | valor:'198.670'->198670
[2025-10-29 12:19:19] L420 codF:'0305097'->305097 | valor:'85.170'->85170
[2025-10-29 12:19:19] L421 codF:'0305110'->305110 | valor:'303.510'->303510
[2025-10-29 12:19:19] L422 codF:'0305111'->305111 | valor:'67.790'->67790
[2025-10-29 12:19:19] L423 codF:'0305112'->305112 | atencion:Normalizada | valor:'303.510'->303510
[2025-10-29 12:19:19] L424 codF:'0305113'->305113 | atencion:Normalizada | valor:'257.640'->257640
[2025-10-29 12:19:19] L425 codF:'0305114'->305114 | atencion:Normalizada | valor:'303.510'->303510
[2025-10-29 12:19:19] L426 codF:'0305115'->305115 | valor:'488.250'->488250
[2025-10-29 12:19:19] L427 codF:'0305116'->305116 | valor:'169.620'->169620
[2025-10-29 12:19:19] L428 codF:'0305117'->305117 | atencion:Normalizada | valor:'303.510'->303510
[2025-10-29 12:19:19] L429 codF:'0305118'->305118 | valor:'95.830'->95830
[2025-10-29 12:19:19] L430 codF:'0305119'->305119 | atencion:Normalizada | valor:'111.420'->111420
[2025-10-29 12:19:19] L431 codF:'0305120'->305120 | atencion:Normalizada | valor:'111.420'->111420
[2025-10-29 12:19:19] L432 codF:'0305121'->305121 | valor:'169.620'->169620
[2025-10-29 12:19:19] L433 codF:'0305122'->305122 | atencion:Normalizada | valor:'111.420'->111420
[2025-10-29 12:19:19] L434 codF:'0305123'->305123 | atencion:Normalizada | valor:'26.060'->26060
[2025-10-29 12:19:19] L435 codF:'0306001'->306001 | valor:'2.700'->2700
[2025-10-29 12:19:19] L436 codF:'0306002'->306002 | valor:'1.820'->1820
[2025-10-29 12:19:19] L437 codF:'0306004'->306004 | valor:'1.580'->1580
[2025-10-29 12:19:19] L438 codF:'0306005'->306005
[2025-10-29 12:19:19] L439 codF:'0306006'->306006 | valor:'4.740'->4740
[2025-10-29 12:19:19] L440 codF:'0306102'->306102 | valor:'50.220'->50220
[2025-10-29 12:19:19] L441 codF:'0306103'->306103 | valor:'5.780'->5780
[2025-10-29 12:19:19] L442 codF:'0306104'->306104 | valor:'4.860'->4860
[2025-10-29 12:19:19] L443 codF:'0306105'->306105 | valor:'4.230'->4230
[2025-10-29 12:19:19] L444 codF:'0306007'->306007 | valor:'4.510'->4510
[2025-10-29 12:19:19] L445 codF:'0306008'->306008 | valor:'3.780'->3780
[2025-10-29 12:19:19] L446 codF:'0306011'->306011 | valor:'3.980'->3980
[2025-10-29 12:19:19] L447 codF:'0306091'->306091 | valor:'17.910'->17910
[2025-10-29 12:19:19] L448 codF:'0306093'->306093 | valor:'16.580'->16580
[2025-10-29 12:19:19] L449 codF:'0306101'->306101 | atencion:Normalizada | atencion:>100 -> trunc | valor:'18.580'->18580
[2025-10-29 12:19:19] L450 codF:'0306106'->306106 | valor:'24.830'->24830
[2025-10-29 12:19:19] L451 codF:'0306012'->306012 | valor:'7.040'->7040
[2025-10-29 12:19:19] L452 codF:'0306013'->306013 | valor:'6.660'->6660
[2025-10-29 12:19:19] L453 codF:'0306014'->306014 | valor:'4.740'->4740
[2025-10-29 12:19:19] L454 codF:'0306016'->306016 | valor:'3.200'->3200
[2025-10-29 12:19:19] L455 codF:'0306017'->306017 | valor:'2.910'->2910
[2025-10-29 12:19:19] L456 codF:'0306117'->306117 | valor:'3.290'->3290
[2025-10-29 12:19:19] L457 codF:'0306018'->306018 | valor:'4.700'->4700
[2025-10-29 12:19:19] L458 codF:'0306019'->306019 | valor:'4.740'->4740
[2025-10-29 12:19:19] L459 codF:'0306022'->306022 | valor:'4.740'->4740
[2025-10-29 12:19:19] L460 codF:'0306023'->306023 | valor:'6.640'->6640
[2025-10-29 12:19:19] L461 codF:'0306099'->306099 | valor:'15.140'->15140
[2025-10-29 12:19:19] L462 codF:'0306100'->306100 | valor:'25.900'->25900
[2025-10-29 12:19:19] L463 codF:'0306025'->306025 | valor:'4.740'->4740
[2025-10-29 12:19:19] L464 codF:'0306026'->306026 | atencion:>100 -> trunc | valor:'2.970'->2970
[2025-10-29 12:19:19] L465 codF:'0306027'->306027 | atencion:>100 -> trunc | valor:'8.330'->8330
[2025-10-29 12:19:19] L466 codF:'0306028'->306028 | valor:'2.260'->2260
[2025-10-29 12:19:19] L467 codF:'0306097'->306097 | valor:'44.760'->44760
[2025-10-29 12:19:19] L468 codF:'0306090'->306090 | valor:'5.820'->5820
[2025-10-29 12:19:19] L469 codF:'0306098'->306098 | valor:'17.090'->17090
[2025-10-29 12:19:19] L470 codF:'0306107'->306107 | valor:'188.080'->188080
[2025-10-29 12:19:19] L471 codF:'0306108'->306108 | valor:'5.990'->5990
[2025-10-29 12:19:19] L472 codF:'0306118'->306118 | valor:'64.700'->64700
[2025-10-29 12:19:19] L473 codF:'0306133'->306133 | valor:'34.900'->34900
[2025-10-29 12:19:19] L474 codF:'0306134'->306134 | valor:'50.810'->50810
[2025-10-29 12:19:19] L475 codF:'0306135'->306135 | valor:'109.540'->109540
[2025-10-29 12:19:19] L476 codF:'0306136'->306136 | valor:'15.710'->15710
[2025-10-29 12:19:19] L477 codF:'0306138'->306138 | valor:'24.090'->24090
[2025-10-29 12:19:19] L478 codF:'0306033'->306033 | valor:'1.650'->1650
[2025-10-29 12:19:19] L479 codF:'0306034'->306034 | valor:'5.820'->5820
[2025-10-29 12:19:19] L480 codF:'0306036'->306036 | valor:'2.530'->2530
[2025-10-29 12:19:19] L481 codF:'0306037'->306037 | valor:'5.130'->5130
[2025-10-29 12:19:19] L482 codF:'0306038'->306038 | valor:'2.840'->2840
[2025-10-29 12:19:19] L483 codF:'0306039'->306039 | atencion:Normalizada | valor:'3.990'->3990
[2025-10-29 12:19:19] L484 codF:'0306041'->306041 | valor:'5.270'->5270
[2025-10-29 12:19:19] L485 codF:'0306042'->306042 | valor:'3.380'->3380
[2025-10-29 12:19:19] L486 codF:'0306094'->306094 | valor:'23.230'->23230
[2025-10-29 12:19:19] L487 codF:'0306114'->306114 | valor:'89.170'->89170
[2025-10-29 12:19:19] L488 codF:'0306115'->306115 | valor:'71.480'->71480
[2025-10-29 12:19:19] L489 codF:'0306119'->306119 | valor:'99.640'->99640
[2025-10-29 12:19:19] L490 codF:'0306131'->306131 | valor:'15.500'->15500
[2025-10-29 12:19:19] L491 codF:'0306132'->306132 | valor:'46.700'->46700
[2025-10-29 12:19:19] L492 codF:'0306043'->306043 | valor:'3.200'->3200
[2025-10-29 12:19:19] L493 codF:'0306045'->306045 | atencion:Normalizada | atencion:>100 -> trunc | valor:'9.570'->9570
[2025-10-29 12:19:19] L494 codF:'0306046'->306046 | atencion:>100 -> trunc | valor:'19.090'->19090
[2025-10-29 12:19:19] L495 codF:'0306047'->306047 | atencion:Normalizada | atencion:>100 -> trunc | valor:'5.130'->5130
[2025-10-29 12:19:19] L496 codF:'0306048'->306048 | atencion:>100 -> trunc | valor:'3.380'->3380
[2025-10-29 12:19:19] L497 codF:'0306049'->306049 | atencion:>100 -> trunc | valor:'3.200'->3200
[2025-10-29 12:19:19] L498 codF:'0306050'->306050 | atencion:>100 -> trunc | valor:'3.200'->3200
[2025-10-29 12:19:19] L499 codF:'0306051'->306051 | atencion:>100 -> trunc | valor:'2.260'->2260
[2025-10-29 12:19:19] L500 codF:'0306052'->306052 | valor:'1.820'->1820
[2025-10-29 12:19:19] L501 codF:'0306053'->306053 | atencion:>100 -> trunc | valor:'9.570'->9570
[2025-10-29 12:19:19] L502 codF:'0306054'->306054 | atencion:>100 -> trunc | valor:'12.660'->12660
[2025-10-29 12:19:19] L503 codF:'0306056'->306056 | valor:'4.310'->4310
[2025-10-29 12:19:19] L504 codF:'0306059'->306059 | atencion:>100 -> trunc | valor:'4.360'->4360
[2025-10-29 12:19:19] L505 codF:'0306137'->306137 | valor:'10.060'->10060
[2025-10-29 12:19:19] L506 codF:'0306061'->306061 | valor:'5.820'->5820
[2025-10-29 12:19:19] L507 codF:'0306066'->306066 | valor:'5.820'->5820
[2025-10-29 12:19:19] L508 codF:'0306095'->306095 | valor:'42.410'->42410
[2025-10-29 12:19:19] L509 codF:'0306096'->306096 | valor:'11.610'->11610
[2025-10-29 12:19:19] L510 codF:'0306068'->306068 | atencion:>100 -> trunc | valor:'7.040'->7040
[2025-10-29 12:19:19] L511 codF:'0306069'->306069 | atencion:Normalizada | atencion:>100 -> trunc | valor:'6.040'->6040
[2025-10-29 12:19:19] L512 codF:'0306169'->306169 | valor:'5.990'->5990
[2025-10-29 12:19:19] L513 codF:'0306070'->306070 | atencion:>100 -> trunc | valor:'5.630'->5630
[2025-10-29 12:19:19] L514 codF:'0306170'->306170 | valor:'5.630'->5630
[2025-10-29 12:19:19] L515 codF:'0306270'->306270 | valor:'6.190'->6190
[2025-10-29 12:19:19] L516 codF:'0306074'->306074 | valor:'8.350'->8350
[2025-10-29 12:19:19] L517 codF:'0306075'->306075 | valor:'7.040'->7040
[2025-10-29 12:19:19] L518 codF:'0306076'->306076 | valor:'7.700'->7700
[2025-10-29 12:19:19] L519 codF:'0306077'->306077 | valor:'5.760'->5760
[2025-10-29 12:19:19] L520 codF:'0306078'->306078 | valor:'7.040'->7040
[2025-10-29 12:19:19] L521 codF:'0306079'->306079 | valor:'5.820'->5820
[2025-10-29 12:19:19] L522 codF:'0306080'->306080 | valor:'7.960'->7960
[2025-10-29 12:19:19] L523 codF:'0306081'->306081 | valor:'8.820'->8820
[2025-10-29 12:19:19] L524 codF:'0306082'->306082 | atencion:>100 -> trunc | valor:'25.230'->25230
[2025-10-29 12:19:19] L525 codF:'0306182'->306182 | atencion:>100 -> trunc | valor:'30.580'->30580
[2025-10-29 12:19:19] L526 codF:'0306083'->306083 | valor:'41.050'->41050
[2025-10-29 12:19:19] L527 codF:'0306084'->306084 | valor:'111.960'->111960
[2025-10-29 12:19:19] L528 codF:'0306085'->306085 | valor:'136.680'->136680
[2025-10-29 12:19:19] L529 codF:'0306086'->306086 | valor:'61.530'->61530
[2025-10-29 12:19:19] L530 codF:'0306087'->306087 | valor:'170.440'->170440
[2025-10-29 12:19:19] L531 codF:'0306088'->306088 | valor:'105.040'->105040
[2025-10-29 12:19:19] L532 codF:'0306109'->306109 | valor:'392.190'->392190
[2025-10-29 12:19:19] L533 codF:'0306110'->306110 | valor:'50.400'->50400
[2025-10-29 12:19:19] L534 codF:'0306111'->306111 | valor:'65.710'->65710
[2025-10-29 12:19:19] L535 codF:'0306112'->306112 | valor:'32.710'->32710
[2025-10-29 12:19:19] L536 codF:'0306113'->306113 | valor:'66.490'->66490
[2025-10-29 12:19:19] L537 codF:'0306120'->306120 | atencion:>100 -> trunc | valor:'122.400'->122400
[2025-10-29 12:19:19] L538 codF:'0306121'->306121 | valor:'66.660'->66660
[2025-10-29 12:19:19] L539 codF:'0306122'->306122 | atencion:>100 -> trunc | valor:'90.520'->90520
[2025-10-29 12:19:19] L540 codF:'0306123'->306123 | atencion:>100 -> trunc | valor:'43.060'->43060
[2025-10-29 12:19:19] L541 codF:'0306124'->306124 | valor:'84.240'->84240
[2025-10-29 12:19:19] L542 codF:'0306125'->306125 | valor:'135.910'->135910
[2025-10-29 12:19:19] L543 codF:'0306126'->306126 | valor:'63.690'->63690
[2025-10-29 12:19:19] L544 codF:'0306127'->306127 | valor:'109.250'->109250
[2025-10-29 12:19:19] L545 codF:'0306128'->306128 | valor:'7.060'->7060
[2025-10-29 12:19:19] L546 codF:'0306129'->306129 | valor:'11.510'->11510
[2025-10-29 12:19:19] L547 codF:'0306130'->306130 | valor:'17.900'->17900
[2025-10-29 12:19:19] L548 codF:'0306271'->306271 | valor:'9.580'->9580
[2025-10-29 12:19:19] L549 codF:'0306139'->306139 | valor:'86.420'->86420
[2025-10-29 12:19:19] L550 codF:'0306140'->306140 | valor:'43.570'->43570
[2025-10-29 12:19:19] L551 codF:'0306141'->306141 | valor:'25.250'->25250
[2025-10-29 12:19:19] L552 codF:'0306142'->306142 | valor:'68.650'->68650
[2025-10-29 12:19:19] L553 codF:'0306143'->306143 | valor:'56.370'->56370
[2025-10-29 12:19:19] L554 codF:'0306144'->306144 | valor:'88.650'->88650
[2025-10-29 12:19:19] L555 codF:'0306145'->306145 | valor:'79.310'->79310
[2025-10-29 12:19:19] L556 codF:'0306146'->306146 | atencion:>100 -> trunc | valor:'29.390'->29390
[2025-10-29 12:19:19] L557 codF:'0307001'->307001 | valor:'6.370'->6370
[2025-10-29 12:19:19] L558 codF:'0307002'->307002 | valor:'5.660'->5660
[2025-10-29 12:19:19] L559 codF:'0307005'->307005
[2025-10-29 12:19:19] L560 codF:'0307006'->307006 | valor:'1.580'->1580
[2025-10-29 12:19:19] L561 codF:'0307007'->307007 | valor:'14.980'->14980
[2025-10-29 12:19:19] L562 codF:'0307008'->307008 | valor:'4.790'->4790
[2025-10-29 12:19:19] L563 codF:'0307023'->307023 | valor:'2.500'->2500
[2025-10-29 12:19:19] L564 codF:'0307024'->307024 | atencion:Normalizada | valor:'6.370'->6370
[2025-10-29 12:19:19] L565 codF:'0308001'->308001 | valor:'1.250'->1250
[2025-10-29 12:19:19] L566 codF:'0308003'->308003
[2025-10-29 12:19:19] L567 codF:'0308004'->308004 | valor:'1.250'->1250
[2025-10-29 12:19:19] L568 codF:'0308005'->308005 | valor:'1.250'->1250
[2025-10-29 12:19:19] L569 codF:'0308006'->308006
[2025-10-29 12:19:19] L570 codF:'0308007'->308007 | valor:'77.430'->77430
[2025-10-29 12:19:19] L571 codF:'0308047'->308047 | valor:'16.350'->16350
[2025-10-29 12:19:19] L572 codF:'0308049'->308049 | valor:'44.950'->44950
[2025-10-29 12:19:19] L573 codF:'0308062'->308062 | valor:'14.220'->14220
[2025-10-29 12:19:19] L574 codF:'0308063'->308063 | valor:'29.560'->29560
[2025-10-29 12:19:19] L575 codF:'0308009'->308009 | valor:'4.440'->4440
[2025-10-29 12:19:19] L576 codF:'0308010'->308010 | valor:'3.210'->3210
[2025-10-29 12:19:19] L577 codF:'0308011'->308011 | valor:'1.580'->1580
[2025-10-29 12:19:19] L578 codF:'0308012'->308012 | valor:'1.580'->1580
[2025-10-29 12:19:19] L579 codF:'0308013'->308013
[2025-10-29 12:19:19] L580 codF:'0308014'->308014 | valor:'2.500'->2500
[2025-10-29 12:19:19] L581 codF:'0308015'->308015
[2025-10-29 12:19:19] L582 codF:'0308016'->308016 | valor:'1.250'->1250
[2025-10-29 12:19:19] L583 codF:'0308017'->308017
[2025-10-29 12:19:19] L584 codF:'0308050'->308050 | valor:'1.580'->1580
[2025-10-29 12:19:19] L585 codF:'0308051'->308051 | valor:'1.580'->1580
[2025-10-29 12:19:19] L586 codF:'0308019'->308019 | valor:'6.680'->6680
[2025-10-29 12:19:19] L587 codF:'0308020'->308020 | valor:'22.930'->22930
[2025-10-29 12:19:19] L588 codF:'0308021'->308021 | valor:'2.120'->2120
[2025-10-29 12:19:19] L589 codF:'0308022'->308022 | valor:'12.670'->12670
[2025-10-29 12:19:19] L590 codF:'0308023'->308023 | valor:'1.580'->1580
[2025-10-29 12:19:19] L591 codF:'0308025'->308025 | atencion:>100 -> trunc | valor:'6.370'->6370
[2025-10-29 12:19:19] L592 codF:'0308029'->308029 | valor:'4.380'->4380
[2025-10-29 12:19:19] L593 codF:'0308030'->308030 | valor:'3.210'->3210
[2025-10-29 12:19:19] L594 codF:'0308031'->308031 | valor:'1.830'->1830
[2025-10-29 12:19:19] L595 codF:'0308033'->308033
[2025-10-29 12:19:19] L596 codF:'0308034'->308034 | valor:'1.250'->1250
[2025-10-29 12:19:19] L597 codF:'0308035'->308035 | valor:'1.250'->1250
[2025-10-29 12:19:19] L598 codF:'0308036'->308036 | valor:'7.040'->7040
[2025-10-29 12:19:19] L599 codF:'0308037'->308037 | valor:'1.580'->1580
[2025-10-29 12:19:19] L600 codF:'0308038'->308038 | valor:'6.370'->6370
[2025-10-29 12:19:19] L601 codF:'0308039'->308039 | atencion:>100 -> trunc | valor:'6.370'->6370
[2025-10-29 12:19:19] L602 codF:'0308040'->308040 | valor:'1.250'->1250
[2025-10-29 12:19:19] L603 codF:'0308041'->308041 | valor:'2.500'->2500
[2025-10-29 12:19:19] L604 codF:'0308043'->308043 | valor:'2.500'->2500
[2025-10-29 12:19:19] L605 codF:'0308044'->308044 | atencion:>100 -> trunc | valor:'8.720'->8720
[2025-10-29 12:19:19] L606 codF:'0308045'->308045 | valor:'4.560'->4560
[2025-10-29 12:19:19] L607 codF:'0308046'->308046 | atencion:Normalizada | valor:'3.010'->3010
[2025-10-29 12:19:19] L608 codF:'0308048'->308048 | valor:'9.310'->9310
[2025-10-29 12:19:19] L609 codF:'0308052'->308052 | valor:'4.250'->4250
[2025-10-29 12:19:19] L610 codF:'0308053'->308053 | valor:'5.230'->5230
[2025-10-29 12:19:19] L611 codF:'0308054'->308054 | valor:'4.740'->4740
[2025-10-29 12:19:19] L612 codF:'0308055'->308055 | valor:'5.470'->5470
[2025-10-29 12:19:19] L613 codF:'0308056'->308056 | valor:'64.910'->64910
[2025-10-29 12:19:19] L614 codF:'0308057'->308057 | valor:'5.210'->5210
[2025-10-29 12:19:19] L615 codF:'0309001'->309001 | valor:'2.500'->2500
[2025-10-29 12:19:19] L616 codF:'0309002'->309002 | valor:'5.130'->5130
[2025-10-29 12:19:19] L617 codF:'0309004'->309004 | valor:'2.260'->2260
[2025-10-29 12:19:19] L618 codF:'0309005'->309005 | valor:'5.320'->5320
[2025-10-29 12:19:19] L619 codF:'0309006'->309006 | valor:'2.810'->2810
[2025-10-29 12:19:19] L620 codF:'0309007'->309007 | valor:'5.130'->5130
[2025-10-29 12:19:19] L621 codF:'0309008'->309008 | valor:'2.120'->2120
[2025-10-29 12:19:19] L622 codF:'0309009'->309009 | valor:'4.400'->4400
[2025-10-29 12:19:19] L623 codF:'0309010'->309010 | valor:'1.580'->1580
[2025-10-29 12:19:19] L624 codF:'0309012'->309012 | valor:'1.580'->1580
[2025-10-29 12:19:19] L625 codF:'0309013'->309013 | valor:'3.200'->3200
[2025-10-29 12:19:19] L626 codF:'0309014'->309014 | valor:'2.700'->2700
[2025-10-29 12:19:19] L627 codF:'0309015'->309015 | valor:'2.120'->2120
[2025-10-29 12:19:19] L628 codF:'0309016'->309016 | valor:'1.420'->1420
[2025-10-29 12:19:19] L629 codF:'0309035'->309035 | valor:'1.180'->1180
[2025-10-29 12:19:19] L630 codF:'0309017'->309017 | valor:'4.790'->4790
[2025-10-29 12:19:19] L631 codF:'0309019'->309019 | valor:'6.370'->6370
[2025-10-29 12:19:19] L632 codF:'0309020'->309020
[2025-10-29 12:19:19] L633 codF:'0309021'->309021 | valor:'5.130'->5130
[2025-10-29 12:19:19] L634 codF:'0309022'->309022 | valor:'2.030'->2030
[2025-10-29 12:19:19] L635 codF:'0309023'->309023 | atencion:>100 -> trunc | valor:'1.250'->1250
[2025-10-29 12:19:19] L636 codF:'0309024'->309024 | valor:'1.150'->1150
[2025-10-29 12:19:19] L637 codF:'0309025'->309025 | valor:'1.830'->1830
[2025-10-29 12:19:19] L638 codF:'0309027'->309027 | valor:'2.200'->2200
[2025-10-29 12:19:19] L639 codF:'0309028'->309028 | valor:'1.830'->1830
[2025-10-29 12:19:19] L640 codF:'0309029'->309029 | valor:'1.250'->1250
[2025-10-29 12:19:19] L641 codF:'0309031'->309031 | valor:'7.090'->7090
[2025-10-29 12:19:19] L642 codF:'0309034'->309034 | valor:'51.120'->51120
[2025-10-29 12:19:19] L643 codF:'0309036'->309036 | valor:'34.700'->34700
[2025-10-29 12:19:19] L644 codF:'0309037'->309037 | valor:'22.190'->22190
[2025-10-29 12:19:19] L645 codF:'0309038'->309038 | valor:'25.080'->25080
[2025-10-29 12:19:19] L646 codF:'0309039'->309039 | valor:'18.970'->18970
[2025-10-29 12:19:19] L647 codF:'0309040'->309040 | valor:'17.700'->17700
[2025-10-29 12:19:19] L648 codF:'0309041'->309041 | valor:'25.810'->25810
